pdf_hash;unit_id;host_unit;host_age;host_age_method;host_age_reliability;target_name;target_role;evidence_pages
FE7D05AB;7;LST;HTRI;UNK;STA;Rupice;MAIN;56
824DAC89;1;LST;HRHY;UNK;STA;Mont Ity;MAIN;60|63|68|69
824DAC89;2;GRD;HRHY;UNK;STA;Mont Ity;MAIN;60|63|68|69
824DAC89;3;SAP;HQUA;UNK;N/A;Mont Ity;MAIN;68
824DAC89;4;LAR;HQUA;UNK;N/A;Mont Ity;MAIN;68
A0BBE8E8;1;UMF;HORO;UNK;STA;MacLellan;MAIN;65|67|72
A0BBE8E8;2;BAS;HORO;UNK;STA;MacLellan;MAIN;65|67
A0BBE8E8;3;VCL;HORO;UNK;STA;MacLellan;MAIN;65|67
29C81FCF;1;DMT;NPT;UNK;ERA;Kamoa-Kakula;MAIN;77|79|81|88
29C81FCF;2;SLT;NPT;UNK;ERA;Kamoa-Kakula;MAIN;77|79|81|88
29C81FCF;3;SND;NPT;UNK;ERA;Kamoa-Kakula;MAIN;77|79|81
521FAF13;1;BIF;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
521FAF13;2;CON;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
521FAF13;3;SHA;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
521FAF13;4;CHT;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
521FAF13;5;ARGL;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
521FAF13;6;GRW;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
521FAF13;7;SND;HNEA;UPBSHRMP;INF;KCD;MAIN;54|57|58|62
D88A1001;1;DPO;HUNK;UNK;N/A;Golpu;MAIN;21|24|29
D88A1001;2;MSD;HUNK;UNK;N/A;Golpu;MAIN;20|22|27|29
B1616B6B;1;GAB;HORD;UNK;STA;Hammerdown;MAIN;122|125
B1616B6B;2;GRA;HORD;UNK;STA;Hammerdown;MAIN;122|125
B1616B6B;3;PDK;HSIL;UNK;STA;Hammerdown;MAIN;125|151
0D6DB6DB;1;GRA;HNEA;UNK;STA;PAK Deposit;MAIN;69|71
0D6DB6DB;2;MSD;HNEA;UNK;STA;PAK Deposit;MAIN;69|71
0D6DB6DB;3;BIF;HNEA;UNK;STA;PAK Deposit;MAIN;69|71
1325D1F5;1;RHY;HRHY;UPBZ;INF;Antenna;MAIN;44|46
04FCB237;1;PXN;HRHY;UNK;STA;PSM Project;MAIN;94
04FCB237;2;NOR;HRHY;UNK;STA;PSM Project;MAIN;94
04FCB237;3;ANO;HRHY;UNK;STA;PSM Project;MAIN;94
04FCB237;4;UMF;HRHY;UNK;STA;PSM Project;MAIN;94|105
04FCB237;5;PRD;HRHY;UNK;STA;PSM Project;MAIN;94|104|105
04FCB237;6;PEG;HRHY;UNK;STA;PSM Project;MAIN;94|104|105
13DF74CC;1;AND;HRHY;UNK;STA;Rosebel;MAIN;73|76|86|89
13DF74CC;2;RHY;HRHY;UNK;STA;Rosebel;MAIN;73|76
13DF74CC;3;BAS;HRHY;UNK;STA;Rosebel;MAIN;73|76|89
13DF74CC;4;GRW;HRHY;UNK;STA;Rosebel;MAIN;73|76|88
13DF74CC;5;MUD;HRHY;UNK;STA;Rosebel;MAIN;73|76|86|88
13DF74CC;6;CON;HRHY;UNK;STA;Rosebel;MAIN;74|76|86|88|89|91|92
13DF74CC;7;SND;HRHY;UNK;STA;Rosebel;MAIN;73|74|76|86|89|91|92|93
13DF74CC;8;SLT;HRHY;UNK;STA;Rosebel;MAIN;74|93
13DF74CC;9;RHY;HRHY;UNK;STA;Rosebel;MAIN;73|76|91
13DF74CC;10;VCL;HRHY;UNK;STA;Rosebel;MAIN;73|86|88
2582F5BA;1;GRD;HNEO;REOS;INF;Aurora;MAIN;37|38|42
2582F5BA;2;QMO;HNEO;REOS;INF;Aurora;MAIN;37|38|39|42
2582F5BA;3;QZT;HORD;UNK;STA;Aurora;MAIN;37|42
2582F5BA;4;SLA;HORD;UNK;STA;Aurora;MAIN;37|42
2582F5BA;5;SND;HORD;UNK;STA;Aurora;MAIN;37|42
2582F5BA;6;HBX;HNEO;UNK;STA;Aurora;MAIN;40|44
2582F5BA;7;HRN;HORD;UNK;STA;Aurora;MAIN;40|48|49
677E8CBF;1;DOL;HUNK;UNK;N/A;Waterpump Creek;MAIN;49|57|64
677E8CBF;2;QZT;HUNK;UNK;N/A;Waterpump Creek;MAIN;49|57
E8647371;1;BAS;HTRI;BIO;STA;Copper Mountain;MAIN;64
E8647371;2;VBX;HTRI;BIO;STA;Copper Mountain;MAIN;64
E8647371;3;SLT;HTRI;BIO;STA;Copper Mountain;MAIN;64
E8647371;4;AND;HTRI;BIO;STA;Copper Mountain;MAIN;64
E8647371;5;DAC;HTRI;BIO;STA;Copper Mountain;MAIN;64
E8647371;6;ARGL;HTRI;BIO;STA;Copper Mountain;MAIN;66
E8647371;7;SND;HTRI;BIO;STA;Copper Mountain;MAIN;66
E8647371;8;MCG;HTRI;BIO;STA;Copper Mountain;MAIN;66
E8647371;9;PDK;HTRI;REOS;INF;Copper Mountain;MAIN;64|66|70
E8647371;10;HBX;HTRI;REOS;INF;Copper Mountain;MAIN;64|66|68|70
E8647371;11;DIO;HTRI;REOS;INF;Copper Mountain;MAIN;64|66|67|70
E8647371;12;MDI;HTRI;REOS;INF;Copper Mountain;MAIN;64|66|67|70
E8647371;13;MON;HTRI;REOS;INF;Copper Mountain;MAIN;64|66|67|70
E8647371;14;SYE;HTRI;REOS;INF;Copper Mountain;MAIN;64|66|67|70
E8647371;15;HRN;HTRI;UNK;STA;Copper Mountain;MAIN;71
18CB7D7A;1;HBX;HNEO;UPBZ;INF;Apollo;MAIN;68|79|87
18CB7D7A;2;DPO;HNEO;UPBZ;INF;Apollo;MAIN;65|78|87
18CB7D7A;3;DPO;HNEO;UPBZ;INF;Apollo;MAIN;65|78|87
18CB7D7A;4;SCH;HUNK;UNK;N/A;Apollo;MAIN;58|78|79
00152F71;1;SCH;ARC;UNK;ERA;Turmalina;MAIN;33|39
00152F71;2;BIF;ARC;UNK;ERA;Turmalina;MAIN;33|39
00152F71;3;AMP;ARC;UNK;ERA;Turmalina;MAIN;33
00152F71;4;CHT;ARC;UNK;ERA;Turmalina;MAIN;33|39
002FAB5B;1;SLT;HDEV;UNK;STA;Ice prospect;MAIN;24|25
002FAB5B;2;DOL;HSIL;UNK;STA;Ice prospect;MAIN;24
002FAB5B;3;ALV;HQUA;UNK;STA;Ice prospect;MAIN;22
002FAB5B;4;RHY;HUNK;UNK;N/A;Ice prospect;MAIN;22
002FAB5B;5;LST;HDEV;UNK;STA;Ice prospect;MAIN;23
002FAB5B;6;SLT;HDEV;UNK;STA;Ice prospect;MAIN;23
002FAB5B;7;CHT;HDEV;UNK;STA;Ice prospect;MAIN;23
003AE947;1;DIO;HUNK;UNK;N/A;Bralorne-Pioneer;MAIN;38|35|36
003AE947;2;MGB;HUNK;UNK;N/A;Bralorne-Pioneer;MAIN;38|39|36
003AE947;3;TON;HUNK;UNK;N/A;Bralorne-Pioneer;MAIN;38|35|36
003AE947;4;GRN;HUNK;UNK;N/A;Bralorne-Pioneer;MAIN;38|35|36
003AE947;5;UMF;HUNK;UNK;N/A;Bralorne-Pioneer;MAIN;38|35|36
0060BD8A;1;SND;HSIL;UNK;STA;Main Shear Zone;MAIN;16
0060BD8A;2;SLT;HSIL;UNK;STA;Main Shear Zone;MAIN;16
00182970;1;BAS;HMEA;UNK;STA;Red Lake-Campbell Complex;MAIN;54|58|69
00182970;2;KOM;HMEA;UNK;STA;Red Lake-Campbell Complex;MAIN;54|58
00182970;3;UMF;HMEA;UNK;STA;Red Lake-Campbell Complex;MAIN;54|58|69|70
00182970;4;RHY;HMEA;UNK;STA;Red Lake-Campbell Complex;MAIN;54|58|69
00182970;5;DIO;HMEA;UNK;STA;Red Lake-Campbell Complex;MAIN;54|69
00182970;6;MSD;HMEA;UNK;STA;Red Lake-Campbell Complex;MAIN;54|58|70
00C4C85B;1;MSD;HUNK;UNK;N/A;Divide prospect;MAIN;14|17
00C4C85B;2;SCH;HUNK;UNK;N/A;Divide prospect;MAIN;14
00C4C85B;3;MBL;HUNK;UNK;N/A;Divide prospect;MAIN;14
00C4C85B;4;QZT;HUNK;UNK;N/A;Divide prospect;MAIN;14
00C4C85B;5;TRB;HUNK;UNK;N/A;Divide prospect;MAIN;17
011575D4;1;QDI;HUNK;UNK;N/A;Dome Property;MAIN;29|33|35
011575D4;2;GRN;HMEA;UNK;STA;Dome Property;MAIN;26|28|33
01A515BC;1;MSD;PPT;UNK;ERA;Wona-Kona;MAIN;21|22|23
01A515BC;2;TUF;PPT;UNK;ERA;Wona-Kona;MAIN;21|23
01A515BC;3;MVL;PPT;UNK;ERA;Wona-Kona;MAIN;21|22
01A515BC;4;CBS;PPT;UNK;ERA;Wona-Kona;MAIN;21|23
0147858E;1;SCH;HUNK;UNK;N/A;Daniel's Creek;MAIN;19|20|23
0147858E;2;MBL;HUNK;UNK;N/A;Daniel's Creek;MAIN;19|23
0147858E;3;QZT;HUNK;UNK;N/A;Daniel's Creek;MAIN;20
00F4C6A7;1;BIF;ARC;UNK;ERA;Pilar;MAIN;55|57|64|79
00F4C6A7;2;GRN;ARC;UNK;ERA;Pilar;MAIN;55|57|67|74
00F4C6A7;3;SCH;ARC;UNK;ERA;Pilar;MAIN;55|57|74
00F4C6A7;4;PHL;ARC;UNK;ERA;Pilar;MAIN;55|57|62|67
00FCBB2D;1;GRW;HNEA;UNK;STA;Fenelon;MAIN;44|47|57
00FCBB2D;2;SLT;HNEA;UNK;STA;Fenelon;MAIN;44|47|57
00FCBB2D;3;MUD;HNEA;UNK;STA;Fenelon;MAIN;44|47|57
00FCBB2D;4;ARGL;HNEA;UNK;STA;Fenelon;MAIN;44|47|57
00FCBB2D;5;BIF;HNEA;UNK;STA;Fenelon;MAIN;44|47
00FCBB2D;6;GRD;ARC;UNK;ERA;Fenelon;MAIN;44|47|61
00FCBB2D;7;DIO;ARC;UNK;ERA;Fenelon;MAIN;44|47|61
00FCBB2D;8;GAB;HUNK;UNK;N/A;Fenelon;MAIN;47|48|52
00FCBB2D;9;DIO;HUNK;UNK;N/A;Fenelon;MAIN;48|52
00FCBB2D;10;UMF;HUNK;UNK;N/A;Fenelon;MAIN;47|48
01C81C7E;1;AMP;PRT;UNK;ERA;Kwandege;MAIN;19|24|27|28
01C81C7E;2;GNS;PRT;UNK;ERA;Kwandege;MAIN;19|24|27|28
01CE8F0B;1;CHT;PPT;UNK;ERA;Bantou;MAIN;35|45|50|54
01CE8F0B;2;BIF;PPT;UNK;ERA;Bantou;MAIN;35|45|50|54
01D4C2DE;1;QZT;HRHY;UNK;STA;Mazoa Hill Zone;MAIN;19|21
01A94018;1;PHL;HUNK;UNK;N/A;Bonanza Ledge;MAIN;42|46
01A94018;2;ARGL;HUNK;UNK;N/A;Bonanza Ledge;MAIN;42|43
01A94018;3;QZT;HUNK;UNK;N/A;Bonanza Ledge;MAIN;42|43
01A94018;4;SLT;HUNK;UNK;N/A;Bonanza Ledge;MAIN;42|43
02147C90;1;BAS;ARC;UNK;ERA;Opawica;MAIN;13|18
02147C90;2;MSD;ARC;UNK;ERA;Opawica;MAIN;13|18
02147C90;3;TUF;ARC;UNK;ERA;Opawica;MAIN;13|18
029CFB33;1;GRV;HUNK;UNK;N/A;Sainsoutou alluvial gold deposit;MAIN;54|58|73|84
029CFB33;2;SAP;HUNK;UNK;N/A;Sainsoutou alluvial gold deposit;MAIN;58|73|84
029CFB33;3;CLY;HUNK;UNK;N/A;Sainsoutou alluvial gold deposit;MAIN;54|58|63|73|84
027C740E;1;AND;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|47|49
027C740E;2;BAS;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|49
027C740E;3;DAC;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|49
027C740E;4;RDC;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|49
027C740E;5;SLT;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|68
027C740E;6;CBS;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|68
027C740E;7;VCL;HRHY;UNK;STA;Apomakisie (Randy);MAIN;40|42|67
029A004A;1;CON;HNEA;UNK;STA;Pamour;MAIN;124|148|154
029A004A;2;BAS;HNEA;UNK;STA;Pamour;MAIN;124|148|154
029A004A;3;UMF;HNEA;UNK;STA;Pamour;MAIN;124|148|154
032AC653;1;GRA;HUNK;UNK;N/A;Jau prospect;MAIN;22|24
032AC653;2;IGN;HUNK;UNK;N/A;Jau prospect;MAIN;22|24
032AC653;3;GRA;HUNK;UNK;N/A;Jau prospect;MAIN;22
02A093E0;1;GRA;HORO;UNK;STA;Coringa;MAIN;58|68
02A093E0;2;RHY;HORO;UNK;STA;Coringa;MAIN;58|68
0336D2AC;1;MSD;ARC;UNK;ERA;Turnberry;MAIN;28|34
0336D2AC;2;PDK;ARC;UNK;ERA;Turnberry;MAIN;28|33|34|35
0336D2AC;3;DIA;ARC;UNK;ERA;Turnberry;MAIN;28|33|34
0336D2AC;4;GRN;ARC;UNK;ERA;Turnberry;MAIN;28|35
033B0EC7;1;UMF;HNEA;UPB;INF;Kiena Deep A Zone;MAIN;125|141
033B0EC7;2;BAS;HNEA;UPB;INF;Kiena Deep A Zone;MAIN;125|141|142
033B0EC7;3;AMP;HNEA;UPB;INF;Kiena Deep A Zone;MAIN;125|142|165
033B0EC7;4;PDK;HUNK;UNK;N/A;Kiena Deep A Zone;MAIN;142|165
033B0EC7;5;SCH;HNEA;UPB;INF;Kiena Deep A Zone;MAIN;125|140|142
0398B964;1;GRN;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50|51
0398B964;2;CHT;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50|51
0398B964;3;MUD;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50
0398B964;4;SLT;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50
0398B964;5;CBS;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50
0398B964;6;UMF;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50
0398B964;7;PDK;HRHY;UNK;STA;Sabodala deposit;MAIN;45|50
0398B964;8;TUF;HRHY;UNK;STA;Sabodala deposit;MAIN;45|51
0398B964;9;GAB;HRHY;UNK;STA;Sabodala deposit;MAIN;45|51
03430331;1;MGB;HORO;UNK;STA;Main Zone;MAIN;49|52|53|55
03430331;2;GAB;HORO;UNK;STA;Main Zone;MAIN;49|52|53|54|55
03430331;3;DIO;HORO;UNK;STA;Main Zone;MAIN;49|52|53
03497A9B;1;GRA;HORO;UNK;STA;Central;MAIN;96
03497A9B;2;GRD;HORO;UNK;STA;Central;MAIN;96
03497A9B;3;QMO;HORO;UNK;STA;Central;MAIN;96
03497A9B;4;TON;HORO;UNK;STA;Central;MAIN;96
03497A9B;6;SAP;HUNK;UNK;N/A;Central;MAIN;76|95
03497A9B;7;CLV;HNEO;RINF;STA;Central;MAIN;75|76|95
03497A9B;8;ALV;HNEO;RINF;STA;Central;MAIN;75|76|95
040010B9;1;GRA;HSTE;UPBZ;INF;Dingman;MAIN;39|42
041313E5;1;VBX;HNEA;UNK;STA;Windfall;MAIN;19|20|37
041313E5;2;BAS;HNEA;UNK;STA;Windfall;MAIN;19|20|28|30|32|33
041313E5;3;TUF;HNEA;UNK;STA;Windfall;MAIN;19|20
041313E5;4;TRC;HNEA;UNK;STA;Windfall;MAIN;19|20|28|30|32|33
041313E5;5;LPT;HNEA;UNK;STA;Windfall;MAIN;19|28|30|33|37
041313E5;6;AND;HNEA;UNK;STA;Windfall;MAIN;19|36
041313E5;7;CHT;HNEA;UNK;STA;Windfall;MAIN;19|36|37
03E5E738;1;GAB;ARC;UNK;ERA;True North deposit;MAIN;66
03E5E738;2;BAS;ARC;UNK;ERA;True North deposit;MAIN;66
03E5E738;3;AND;ARC;UNK;ERA;True North deposit;MAIN;66
03E5E738;4;BAS;ARC;UNK;ERA;True North deposit;MAIN;66
041A6F51;1;SCH;NPT;UNK;ERA;Otjikoto;MAIN;35|37
041A6F51;2;GFX;NPT;UNK;ERA;Otjikoto;MAIN;35
041A6F51;3;SKR;NPT;UNK;ERA;Otjikoto;MAIN;35
041A6F51;4;HRN;NPT;UNK;ERA;Otjikoto;MAIN;35|37
041A6F51;6;MBL;NPT;UNK;ERA;Otjikoto;MAIN;35|37
044F99B5;1;SCH;HUNK;UNK;N/A;Riacho dos Machados;MAIN;40|45|47
0464602C;1;GRW;HNEA;UNK;STA;Cléopâtre showing;MAIN;7|9|10
044475BA;1;BIF;HNEA;UNK;STA;Hardrock deposit;MAIN;115|119|123
044475BA;2;SND;HNEA;UNK;STA;Hardrock deposit;MAIN;115|119
044475BA;3;ARGL;HNEA;UNK;STA;Hardrock deposit;MAIN;115|119
044475BA;4;CON;HNEA;UNK;STA;Hardrock deposit;MAIN;115|119|129|131
044475BA;5;DIO;HNEA;UNK;STA;Hardrock deposit;MAIN;115|119
044475BA;6;PDK;HNEA;UNK;STA;Hardrock deposit;MAIN;115|119|128|129
044475BA;7;GAB;HNEA;UNK;STA;Hardrock deposit;MAIN;115|123
044475BA;8;GRW;HNEA;UNK;STA;Hardrock deposit;MAIN;115|123|129|130|131
044475BA;9;UMF;HNEA;UNK;STA;Hardrock deposit;MAIN;115|131
04546B27;1;SND;HRHY;UNK;STA;Assafou;MAIN;137|139|141
04546B27;2;SND;HRHY;UNK;STA;Assafou;MAIN;151|153
04546B27;3;BAS;HUNK;UNK;N/A;Assafou;MAIN;139|140
04546B27;4;GRD;HUNK;UNK;N/A;Assafou;MAIN;140
04761DD7;1;QZT;HRHY;UNK;STA;Jeesio property;MAIN;17|18
04761DD7;2;SCH;HRHY;UNK;STA;Jeesio property;MAIN;17|18
04761DD7;3;BAS;HRHY;UNK;STA;Jeesio property;MAIN;17|18
04761DD7;4;BAS;HSID;UNK;STA;Jeesio property;MAIN;17|18
04761DD7;5;GAB;PPT;UNK;ERA;Jeesio property;MAIN;18
04761DD7;6;MSD;ARC;UNK;ERA;Jeesio property;MAIN;18
04761DD7;8;MON;HUNK;UNK;N/A;Jeesio property;MAIN;18|20
04761DD7;9;QZT;ARC;UNK;ERA;Jeesio property;MAIN;20
04761DD7;10;GRA;HUNK;UNK;N/A;Jeesio property;MAIN;20
049DA365;1;HBX;HUNK;UNK;N/A;Taunus;MAIN;38
049DA365;2;PDK;HUNK;UNK;N/A;Taunus;MAIN;32|33|38
049DA365;3;AND;HUNK;UNK;N/A;Taunus;MAIN;32|38
04B21BC1;1;TUF;HUNK;UNK;N/A;Ridge Zone;MAIN;19|22|23
04B21BC1;2;HRN;HUNK;UNK;N/A;Ridge Zone;MAIN;22
04B21BC1;3;SKR;HUNK;UNK;N/A;Ridge Zone;MAIN;22
04B0BFA3;1;GRW;ARC;UNK;ERA;Main Stripped Zone;MAIN;13|16|18
04B0BFA3;2;SND;ARC;UNK;ERA;Main Stripped Zone;MAIN;13|16
04B86048;1;MGB;PPT;UNK;ERA;Bombore;MAIN;88|108|112
04B86048;2;MSD;PPT;UNK;ERA;Bombore;MAIN;88|108
04B86048;3;GRD;PPT;UNK;ERA;Bombore;MAIN;88|95|108|112
04B86048;4;ARGL;PPT;UNK;ERA;Bombore;MAIN;88|108|112
04B86048;5;UMF;PPT;UNK;ERA;Bombore;MAIN;88|95
04F33E01;1;MSD;HNEA;UNK;STA;Canadian Malartic;MAIN;44|46|50
04F33E01;2;DPO;HNEA;UNK;STA;Canadian Malartic;MAIN;44|50|51
04C5563D;1;GDP;HPGE;RINF;STA;Cerro de Oro;MAIN;47|52
04C5563D;2;SHA;HCRE;UNK;STA;Cerro de Oro;MAIN;50|53
04C5563D;3;LST;HCRE;UNK;STA;Cerro de Oro;MAIN;50|52
04C5563D;4;HRN;HCRE;UNK;STA;Cerro de Oro;MAIN;53
04C5563D;5;SKR;HCRE;UNK;STA;Cerro de Oro;MAIN;53
04D722E3;1;GRW;HNEA;UNK;STA;Gordon-Ven Lake;MAIN;42|43|47
04D722E3;2;ARGL;HNEA;UNK;STA;Gordon-Ven Lake;MAIN;42|43|47
04D722E3;3;MUD;HNEA;UNK;STA;Gordon-Ven Lake;MAIN;42|43|47|49
052FD466;1;BAS;HORD;UNK;STA;Hammerdown;MAIN;33|34
052FD466;2;RHY;HORD;UNK;STA;Hammerdown;MAIN;33|34
052FD466;3;PDK;HSIL;UNK;STA;Hammerdown;MAIN;33|34|35
052FD466;4;BIF;HORD;UNK;STA;Hammerdown;MAIN;34
0527E792;1;UMF;HNEA;UNK;STA;Fayolle deposit;MAIN;44|48|54
0527E792;2;PDK;HNEA;UNK;STA;Fayolle deposit;MAIN;44|48|49|54
05419167;1;CON;HNEA;UNK;STA;Granada;MAIN;52|61|63|65
05419167;2;GRW;HNEA;UNK;STA;Granada;MAIN;52|63
05419167;3;SYE;HNEA;UNK;STA;Granada;MAIN;63|65
05419167;4;SYE;HNEA;UNK;STA;Granada;MAIN;52|59|61|63
05151973;1;BAS;PPT;UNK;ERA;Fortnum Gold Project;MAIN;53|56|57
05151973;2;TUF;PPT;UNK;ERA;Fortnum Gold Project;MAIN;53|56
05151973;3;CHT;PPT;UNK;ERA;Fortnum Gold Project;MAIN;53|56
05151973;4;SLT;PPT;UNK;ERA;Fortnum Gold Project;MAIN;53|56
05151973;5;UMF;PPT;UNK;ERA;Fortnum Gold Project;MAIN;53|57
05151973;6;SCH;PRT;UNK;ERA;Fortnum Gold Project;MAIN;60
05151973;7;MYL;PRT;UNK;ERA;Fortnum Gold Project;MAIN;60|61
05151973;8;SND;PRT;UNK;ERA;Fortnum Gold Project;MAIN;56|60
05151973;9;CON;PRT;UNK;ERA;Fortnum Gold Project;MAIN;56|60
05151973;10;LAR;HQUA;UNK;STA;Fortnum Gold Project;MAIN;57|64|66
05151973;11;SAP;HQUA;UNK;STA;Fortnum Gold Project;MAIN;67
0573AFD8;1;QDI;HNEA;UNK;STA;Colomac Main;MAIN;75|77|78
0573AFD8;2;DIO;HNEA;UNK;STA;Colomac Main;MAIN;75|77
0573AFD8;3;GAB;HNEA;UNK;STA;Colomac Main;MAIN;75|77
0573AFD8;4;FPO;HNEA;UNK;STA;Colomac Main;MAIN;75
062C08C1;1;ARGL;HCAM;UNK;STA;Touquoy;MAIN;83|85|86
062C08C1;2;GRW;HCAM;UNK;STA;Touquoy;MAIN;83|85|86
0630C490;1;ARGL;HORD;UNK;STA;Granite Creek;MAIN;60|61|68
0630C490;2;LST;HORD;UNK;STA;Granite Creek;MAIN;61|68
0630C490;3;HRN;HORD;UNK;STA;Granite Creek;MAIN;62|68
0630C490;4;MBL;HORD;UNK;STA;Granite Creek;MAIN;62|68
0630C490;5;SKR;HORD;UNK;STA;Granite Creek;MAIN;62|68
0630C490;6;SND;HCAM;UNK;STA;Granite Creek;MAIN;61|68
0630C490;7;PHL;HCAM;UNK;STA;Granite Creek;MAIN;61|68
0630C490;8;LST;HCAM;UNK;STA;Granite Creek;MAIN;61|68
0630C490;9;GRD;HCRE;UNK;STA;Granite Creek;MAIN;56|61|66
0613D036;1;ARGL;PPT;UNK;ERA;Diabarou;MAIN;20|25
0613D036;2;SLT;PPT;UNK;ERA;Diabarou;MAIN;20|25
0613D036;3;GRW;PPT;UNK;ERA;Diabarou;MAIN;20|25
0613D036;4;CBS;PPT;UNK;ERA;Diabarou;MAIN;20|25
05C53A75;1;LST;HUNK;UNK;N/A;Osiris cluster;MAIN;35|36|43|46|49|51
05C53A75;2;SLT;HUNK;UNK;N/A;Osiris cluster;MAIN;35|36|43
05C53A75;3;DOL;HUNK;UNK;N/A;Osiris cluster;MAIN;35|36|49|51
05C53A75;4;GAB;HORD;UNK;STA;Osiris cluster;MAIN;35
05C53A75;5;GAB;HCRE;UNK;STA;Osiris cluster;MAIN;35
0645D8D4;1;BIF;HNEA;UNK;STA;Adumbi;MAIN;58|61|62|63|64|70
0645D8D4;2;GRW;HNEA;UNK;STA;Adumbi;MAIN;58|62|63
0645D8D4;3;SHA;HNEA;UNK;STA;Adumbi;MAIN;58|62|64
0645D8D4;4;SCH;HNEA;UNK;STA;Adumbi;MAIN;58|63|64
0645D8D4;5;TUF;HNEA;UNK;STA;Adumbi;MAIN;58|61|62
0695EA16;1;MSD;HRHY;UNK;STA;Solona;MAIN;24|26|39
0695EA16;2;SND;HRHY;UNK;STA;Solona;MAIN;24|39
0695EA16;3;ARGL;HRHY;UNK;STA;Solona;MAIN;24|39
0695EA16;4;SLT;HRHY;UNK;STA;Solona;MAIN;24|39
0695EA16;5;SHZ;HRHY;UNK;STA;Solona;MAIN;24|39
0695EA16;6;MYL;HRHY;UNK;STA;Solona;MAIN;24|39
0695EA16;7;DIO;HRHY;UPBZ;INF;Solona;MAIN;25|37|42
0695EA16;8;SAP;HUNK;UNK;N/A;Solona;MAIN;38|39|45
06950BED;1;BAS;HMEA;UNK;STA;Madsen;MAIN;54|62|75|76|84
06950BED;2;BIF;HMEA;UNK;STA;Madsen;MAIN;54|62
06950BED;3;PDK;HUNK;UNK;N/A;Madsen;MAIN;73|85|88
06C30B18;1;BAS;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85
06C30B18;2;MSD;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85
06C30B18;3;BIF;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85|88|89
06C30B18;4;UMF;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85|88|104
06C30B18;5;PRD;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85|104
06C30B18;6;AND;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85
06C30B18;7;PDK;HNEA;UNK;STA;Paddy's Flat;MAIN;81|85|86|88
0710EF8D;1;CON;HNEA;UPBZ;INF;Beatons Creek;MAIN;53|55|56
07095F68;1;BAS;HCAM;UNK;STA;Magdala;MAIN;43
07095F68;2;MUD;HUNK;UNK;N/A;Magdala;MAIN;43|44
07095F68;3;SHA;HUNK;UNK;N/A;Magdala;MAIN;43|44
0723F78A;1;GRN;ARC;UNK;ERA;Turnberry;MAIN;27
0723F78A;2;UMF;ARC;UNK;ERA;Turnberry;MAIN;27|33
0723F78A;3;PDK;ARC;UNK;ERA;Turnberry;MAIN;27|33|34|35
0723F78A;4;MSD;ARC;UNK;ERA;Turnberry;MAIN;33|34
0723F78A;5;GAB;ARC;UNK;ERA;Turnberry;MAIN;33
0723F78A;6;DIA;ARC;UNK;ERA;Turnberry;MAIN;33|34
0723F78A;7;SCH;ARC;UNK;ERA;Turnberry;MAIN;34|35
0723F78A;8;BAS;ARC;UNK;ERA;Turnberry;MAIN;33
06D32B92;1;DIO;HNEA;UNK;STA;Moss Lake deposit;MAIN;30|34|36|39|40
06D32B92;2;PDK;HNEA;UNK;STA;Moss Lake deposit;MAIN;30|34|36|39|40
06D32B92;3;VCL;HNEA;UNK;STA;Moss Lake deposit;MAIN;30|32|36|40
0789F8E0;1;UMF;ARC;UNK;ERA;Trident;MAIN;39|41|50
0789F8E0;2;SCH;ARC;UNK;ERA;Trident;MAIN;39|41|50
0728AACE;1;LST;HCAR;UNK;STA;Gold Rock;MAIN;35|42|45
0728AACE;2;SHA;HCAR;UNK;STA;Gold Rock;MAIN;35|42|45
0728AACE;3;SLT;HUNK;UNK;N/A;Gold Rock;MAIN;35|42|45
0736472B;1;AMP;HUNK;UNK;N/A;Idaho-Maryland Deposit;MAIN;88
0736472B;2;MVL;HUNK;UNK;N/A;Idaho-Maryland Deposit;MAIN;88
0736472B;3;GAB;HUNK;UNK;N/A;Idaho-Maryland Deposit;MAIN;88
