pdf_hash;mineralization_id;mineralization_style;mineralization_texture;continuity;control_type;ore_minerals;gangue_minerals;target_name;target_role;evidence_pages
C2786F94;3;MSV;N/A;NRP;STR;PYR|ASP|CPY;ALB|CLO|QTZ|SER|CAC;Yalea;MAIN;74
01572953;1;REP;PSM;NRP;COM;GAL|SPH|PYR|ASP|CPY|ACN|TET|BOR|BLG|NSV;SID|ANK|DLM;Waterpump Creek;MAIN;73|74|79|82
01572953;2;REP;BRE;NRP;COM;GAL|SPH|PYR|ASP|CPY|ACN|TET|BOR|BLG|NSV;SID|ANK|DLM;Waterpump Creek;MAIN;73|79|81|82
F35C4D59;1;DIS;FLB;PLG;COM;PYR|CPY|POH|NAU;QTZ|SER|ALB|CLO|ANK;Cameron gold deposit;MAIN;44|55|56|57|59|61|68|72
F35C4D59;2;REP;FLB;PLG;COM;PYR|CPY|POH|NAU;QTZ|SER|ALB|CLO|ANK;Cameron gold deposit;MAIN;44|55|56|57|59|61|68|72
F35C4D59;3;STK;BRE;PLG;COM;PYR|CPY|POH|NAU;QTZ|SER|ALB|CLO|ANK;Cameron gold deposit;MAIN;44|55|56|57|59|60|61|68|72
F35C4D59;4;BXH;BRE;PLG;COM;PYR|CPY|POH|NAU;QTZ|SER|ALB|CLO|ANK;Cameron gold deposit;MAIN;44|55|56|57|59|61|68|72
F35C4D59;5;VEN;N/A;PLG;COM;PYR|CPY|POH|NAU;QTZ|SER|ALB|CLO|ANK;Cameron gold deposit;MAIN;44|55|56|57|59|61|68|72
FE7D05AB;1;REP;PSM;NRP;COM;SPH|GAL|CPY|PYR|TET|STB|CIN;BAR|ANK|QTZ;Rupice;MAIN;57|59|64|67
FE7D05AB;2;DIS;N/A;NRP;COM;SPH|GAL|CPY|PYR|TET|STB|CIN;BAR|ANK|QTZ;Rupice;MAIN;57|59|64|67
FE7D05AB;3;BXH;BRE;NRP;COM;SPH|GAL|CPY|PYR|TET|STB|CIN;BAR|ANK|QTZ;Rupice;MAIN;57|59|64|67
FE7D05AB;4;STK;N/A;NRP;COM;SPH|GAL|CPY|PYR|TET|STB|CIN;BAR|ANK|QTZ;Rupice;MAIN;57|59|64|67
FE7D05AB;5;VEN;N/A;NRP;COM;SPH|GAL|CPY|PYR|TET|STB|CIN;BAR|ANK|QTZ;Rupice;MAIN;57|59|64|67
824DAC89;1;REP;N/A;POD;COM;PYR|POH|CPY|NAU;MAG|CLO|TRE;Mont Ity;MAIN;63|68|69
A0BBE8E8;1;VEN;PSM;PLG;STR;PYR|POH|ASP|GAL|SPH|NAU|AUR;QTZ;MacLellan;MAIN;67|70|71
A0BBE8E8;2;POD;N/A;PLG;STR;PYR|POH|ASP|GAL|SPH|NAU|AUR;N/A;MacLellan;MAIN;67|70|71
A0BBE8E8;3;SHM;N/A;PLG;STR;PYR|POH|ASP|GAL|SPH|NAU|AUR;N/A;MacLellan;MAIN;70|71
29C81FCF;1;N/A;PSM;CNT;COM;CHC|BOR|CPY|PYR|NCU|CPR;DLM|QTZ|CAC;Kamoa-Kakula;MAIN;79|86|87|92|94|95|97
29C81FCF;2;DIS;N/A;CNT;COM;CHC|BOR|CPY;N/A;Kamoa-Kakula;MAIN;87|94|95|97
29C81FCF;3;REP;N/A;CNT;COM;CHC|BOR|CPY;N/A;Kamoa-Kakula;MAIN;94|95
521FAF13;1;DIS;PSM;PLG;COM;PYR|CPY|ASP|POH|GAL|NAU;QTZ|SID|ANK|MAG;KCD;MAIN;56|59|60|61|62
521FAF13;2;REP;PSM;PLG;COM;PYR|CPY|ASP|POH|GAL|NAU;QTZ|SID|ANK|MAG;KCD;MAIN;56|59|60|61|62
521FAF13;3;VEN;PSM;PLG;COM;PYR|CPY|ASP|POH|GAL|NAU;QTZ|SID|ANK|MAG;KCD;MAIN;56|59|60|61|62
D88A1001;1;STK;N/A;NRP;COM;BOR|CPY|PYR|MOL|NAU|COV|DIG;QTZ|MAG;Golpu;MAIN;24|26|27|29
D88A1001;2;DIS;N/A;NRP;COM;BOR|CPY|PYR;N/A;Golpu;MAIN;26
B1616B6B;1;VEN;N/A;CNT;COM;PYR|NAU|CPY|SPH|GAL|ASP;QTZ|ALB|CAC|SER|CLO;Hammerdown;MAIN;125|126|127|151
0D6DB6DB;1;VEN;PSM;NRP;COM;SPO|PETA|MO1|MICU|LEP|POLL|TAN|BER;KSP|QTZ|ALB|TUR|APA;PAK Deposit;MAIN;70|71|78|79|80|82|84
0D6DB6DB;2;VEN;FLB;NRP;COM;SPO|PETA|MO1|MICU|LEP|POLL|TAN|BER;KSP|QTZ|ALB|TUR|APA;PAK Deposit;MAIN;70|71|78|79|80|82|84
1325D1F5;1;STK;N/A;NRP;COM;NAU|PYR|POH;QTZ|ALB;Antenna;MAIN;46|47
04FCB237;1;N/A;N/A;CNT;STG;PGM;CRM|PYX|OLV|FSPU;PSM Project;MAIN;94|104|105|106|110
13DF74CC;1;VEN;N/A;NRP;COM;PYR|POH|SPH;QTZ|CAC|ANK|TUR|ALB|CLO|SER|HEM|MAG;Rosebel;MAIN;80
2582F5BA;1;STK;N/A;NRP;CTN;MOL|PYR|CPY;QTZ;Aurora;MAIN;38|42
2582F5BA;2;DIS;N/A;NRP;CTN;CPY;N/A;Aurora;MAIN;38|39
2582F5BA;3;VEN;N/A;NRP;STR;PYR|POH|CPY|SPH|COV|CHC;N/A;Aurora;MAIN;42|48
677E8CBF;1;REP;PSM;CNT;COM;GAL|SPH|PYR|ASP|CPY|ACN|TET;DLM;Waterpump Creek;MAIN;60|64|66|67|75
677E8CBF;2;REP;BRE;CNT;COM;GAL|SPH|PYR|ASP|CPY|ACN|TET;DLM;Waterpump Creek;MAIN;62|68
E8647371;1;STK;N/A;NRP;STR;CPY|BOR|CHC|PYR|MAG|HEM|NAU|MOL|DIG;ORT|CAC|BIO|EPD;Copper Mountain;MAIN;69|70|72|73
E8647371;2;VEN;N/A;NRP;STR;CPY|BOR|CHC|PYR|MAG|HEM|NAU|MOL|DIG;ORT|CAC|BIO|EPD;Copper Mountain;MAIN;69|70|72|73
E8647371;3;DIS;N/A;NRP;STR;CPY|BOR|CHC|PYR|MAG|HEM|NAU|MOL|DIG;ORT|CAC|BIO|EPD;Copper Mountain;MAIN;69|70|72|73
E8647371;4;REP;N/A;NRP;STR;CPY|BOR|CHC|PYR|MAG|HEM|NAU|MOL|DIG;ORT|CAC|BIO|EPD;Copper Mountain;MAIN;69|70|72|73
E8647371;5;BXH;N/A;NRP;STR;CPY|BOR|CHC|PYR|MAG|HEM|NAU|MOL|DIG;ORT|CAC|BIO|EPD;Copper Mountain;MAIN;69|70|72|73
E8647371;6;SHV;N/A;NRP;STR;CPY|BOR|CHC|PYR|MAG|HEM|NAU|MOL|DIG;ORT|CAC|BIO|EPD;Copper Mountain;MAIN;69|70|72|73
18CB7D7A;1;STK;N/A;NRP;STR;CPY|POH|PYR|MOL|ACN|NSV|SCE|ASP|GAL|ELC|NAU|HES|CERV|SPH|FRB|STP|TET|BLG|BOU|CHC|OUR|MAT|OWY|BEN|STER;QTZ|ANK|SID;Apollo;MAIN;73|74|75|76|77|79|80|85
18CB7D7A;2;BXH;N/A;NRP;STR;CPY|POH|PYR|MOL|ACN|NSV|SCE|ASP|GAL|ELC|NAU|HES|CERV|SPH|FRB|STP|TET|BLG|BOU|CHC|OUR|MAT|OWY|BEN|STER;QTZ|ANK|SID;Apollo;MAIN;73|74|75|76|77|79|80|85
18CB7D7A;3;VEN;N/A;NRP;STR;CPY|POH|PYR|MOL|ACN|NSV|SCE|ASP|GAL|ELC|NAU|HES|CERV|SPH|FRB|STP|TET|BLG|BOU|CHC|OUR|MAT|OWY|BEN|STER;QTZ|ANK|SID;Apollo;MAIN;73|74|75|76|77|79|80|85
00152F71;1;SHM;FLB;NRP;STR;NAU|ASP|PYR|POH;QTZ|SER|BIO|CLO|GAR;Turmalina;MAIN;33|39|40
002FAB5B;1;DIS;N/A;NRP;COM;PYR|ASP|REA|SPH|STB;GOE|JAR|BAR|APA|QTZ|CAC|CHD;Ice prospect;MAIN;24|25|26|37
002FAB5B;2;BXH;N/A;NRP;COM;PYR|ASP|REA|SPH|STB;GOE|JAR|BAR|APA|QTZ|CAC|CHD;Ice prospect;MAIN;26|28|37
003AE947;1;VEN;CKS;CNT;COM;NAU|PYR|ASP|MRC|POH|SPH|STB|GAL|CPY|TET|SCE;QTZ|CAC|ANK|CLO|SER|TAL;Bralorne-Pioneer;MAIN;38|40
003AE947;2;VEN;OBS;NRP;COM;NAU|PYR|ASP|MRC|POH|SPH|STB|GAL|CPY|TET|SCE;QTZ|CAC|ANK|CLO|SER|TAL;Bralorne-Pioneer;MAIN;38|40
0060BD8A;1;SHM;N/A;POD;STR;N/A;QTZ;Main Shear Zone;MAIN;16|18
0060BD8A;2;STK;N/A;POD;STR;N/A;QTZ;Main Shear Zone;MAIN;16
00182970;1;VEN;N/A;PLG;COM;NAU|ASP|PYR|POH|SPH|CPY|STB|CIN|GAL|MOL;QTZ|CAC|ANK|DLM|CLO|BIO|ACT|FUC;Red Lake-Campbell Complex;MAIN;57|59|60|69|70|71|72|73|74|75|79
00182970;2;DIS;N/A;PLG;COM;NAU|ASP|PYR|POH|SPH|CPY|STB|CIN|GAL|MOL;QTZ|CAC|ANK|DLM|CLO|BIO|ACT|FUC;Red Lake-Campbell Complex;MAIN;59|71
00182970;3;REP;PSM;PLG;COM;NAU|ASP|PYR|POH|SPH|CPY|STB|CIN|GAL|MOL;QTZ|CAC|ANK|DLM|CLO|BIO|ACT|FUC;Red Lake-Campbell Complex;MAIN;59|69|70|71|72|73|74
00182970;4;BXH;BRE;PLG;COM;NAU|ASP|PYR|POH|SPH|CPY|STB;QTZ|CAC|ANK|DLM;Red Lake-Campbell Complex;MAIN;59|69|70
00C4C85B;1;VEN;N/A;NRP;STR;NAU|ASP|GAL|JAM|PYR|POH|SPH|STB;QTZ|ALB|CAC;Divide prospect;MAIN;17
00C4C85B;2;SHM;N/A;NRP;STR;NAU;N/A;Divide prospect;MAIN;17
00C4C85B;3;DIS;N/A;NRP;STR;NAU;N/A;Divide prospect;MAIN;17
011575D4;1;VEN;N/A;NRP;STR;QTZ|PYR|NAU;CAC;Dome Property;MAIN;28|29|33|35
01A515BC;1;DIS;N/A;CNT;STR;PYR|ASP;QTZ|SID|DLM|MAG|GRP|CHL|SER;Wona-Kona;MAIN;21|22|23|24
0147858E;1;VEN;CKS;NRP;STR;NAU|ASP|STB|PYR;QTZ|MUS|GRP|CAC|ALB;Daniel's Creek;MAIN;19|20|22|23
00F4C6A7;1;REP;PSM;PLG;COM;ASP|POH|PYR|CPY|GAL|SPH|NAU;QTZ|CAC;Pilar;MAIN;72|79|80|84|85|99
00F4C6A7;2;DIS;N/A;PLG;COM;ASP|POH|PYR|CPY|GAL|SPH|NAU;QTZ|CAC;Pilar;MAIN;72|79|80|84|85|99
00FCBB2D;1;SHM;FLB;NRP;STR;NAU|POH|CPY|PYR|MRC|ASP|SPH;QTZ|SER|BIO|CLO|CAC;Fenelon;MAIN;48|52|56|57|61
00FCBB2D;2;VEN;NUG;NRP;STR;NAU|POH|CPY|PYR|MRC|ASP|SPH;QTZ|SER|BIO|CLO|CAC;Fenelon;MAIN;48|52|57|61
00FCBB2D;3;DIS;N/A;NRP;STR;NAU|POH|CPY|PYR|MRC|ASP|SPH;QTZ|SER|BIO|CLO|CAC;Fenelon;MAIN;48|52|57|61
00FCBB2D;4;MSV;N/A;NRP;STR;NAU|POH|CPY|PYR|MRC|ASP|SPH;QTZ|SER|BIO|CLO|CAC;Fenelon;MAIN;48|52|57
00FCBB2D;5;BXH;N/A;NRP;STR;NAU|POH|CPY|PYR|MRC;QTZ|SER|BIO|CLO;Fenelon;MAIN;48|52
01C81C7E;1;SHM;N/A;NRP;STR;POH|ASP;QTZ;Kwandege;MAIN;27|28|35|43
01C81C7E;2;VEN;N/A;NRP;STR;POH|ASP;QTZ;Kwandege;MAIN;27|28
01CE8F0B;1;DIS;BRE;NRP;COM;PYR|GAL|SPH|NAU;QTZ|MAG|GRP;Bantou;MAIN;45|46|50|54|56
01CE8F0B;2;N/A;FLB;NRP;COM;PYR|NAU;N/A;Bantou;MAIN;54|56
01CE8F0B;3;N/A;NUG;NRP;COM;NAU;N/A;Bantou;MAIN;56
01D4C2DE;1;DIS;N/A;NRP;COM;NAU|POH|PYR;QTZ|MAG|HEM|GAR|CLO|BIO|ACT|CAC|MNO|RHO|RDN;Mazoa Hill Zone;MAIN;21|23
01A94018;1;REP;N/A;PLG;STR;PYR;DLM|CAC|QTZ;Bonanza Ledge;MAIN;46|50
01A94018;2;STK;N/A;NRP;STR;N/A;N/A;Bonanza Ledge;MAIN;50
02147C90;1;DIS;N/A;NRP;STR;PYR;N/A;Opawica;MAIN;14|18
02147C90;2;VEN;N/A;NRP;STR;PYR;QTZ|GRP;Opawica;MAIN;14|18
029CFB33;1;PLC;NUG;NRP;STG;NAU;QTZ|LIM;Sainsoutou alluvial gold deposit;MAIN;54|68|82|83
027C740E;1;SHM;FLB;NRP;STR;PYR|POH|CPY;QTZ|CAC;Apomakisie (Randy);MAIN;47|49|68
029A004A;1;VEN;N/A;PLG;COM;NAU|ELC|SPH|GAL|ASP|PYR|POH|CPY;QTZ|ANK|ALB|CAC|TUR|CLO;Pamour;MAIN;148|153|155|156
029A004A;2;SHV;N/A;PLG;COM;NAU|ELC|SPH|GAL|ASP|PYR|POH|CPY;QTZ|ANK|ALB|CAC|TUR|CLO;Pamour;MAIN;148|153|155|156
029A004A;3;STK;N/A;PLG;COM;NAU|ELC|SPH|GAL|ASP|PYR|POH|CPY;QTZ|ANK|ALB|CAC|TUR|CLO;Pamour;MAIN;148|153|155|156
029A004A;4;DIS;N/A;PLG;COM;NAU|ELC|SPH|GAL|ASP|PYR|POH|CPY;QTZ|ANK|ALB|CAC|TUR|CLO;Pamour;MAIN;148|153|155|156
032AC653;1;STK;N/A;NRP;STR;SPH|GAL|NAU;QTZ|CAC;Jau prospect;MAIN;22|24|25
032AC653;2;DIS;N/A;NRP;STR;N/A;N/A;Jau prospect;MAIN;24
02A093E0;1;SHM;OBS;PLG;STR;NAU|PYR|SPH|GAL|CPY|COV;QTZ;Coringa;MAIN;58|68|71|72|76|77
02A093E0;2;VEN;OBS;PLG;STR;NAU|PYR|SPH|GAL|CPY|COV;QTZ;Coringa;MAIN;58|68|71|72|76|77
02A093E0;3;STK;N/A;PLG;STR;NAU|PYR|SPH|GAL|CPY|COV;QTZ;Coringa;MAIN;58|68|71|72|77
02A093E0;4;SHV;N/A;PLG;STR;NAU|PYR|SPH|GAL|CPY|COV;QTZ;Coringa;MAIN;58|68|71|72|77
0336D2AC;1;SHM;FLB;NRP;STR;PYR|ASP|NAU;QTZ|TUR|CLO|CAC;Turnberry;MAIN;28|31|33|34
033B0EC7;1;SHV;CKS;CNT;COM;NAU|PYR|POH|CPY|SPH|GAL;QTZ|CAC;Kiena Deep A Zone;MAIN;140|141|142|165
033B0EC7;2;STK;N/A;CNT;COM;NAU;QTZ|CAC;Kiena Deep A Zone;MAIN;140|141|142|165
0398B964;1;SHM;N/A;NRP;STR;PYR|NAU;QTZ|CAC|ALB;Sabodala deposit;MAIN;51|52
0398B964;2;VEN;N/A;NRP;STR;PYR|NAU;QTZ|CAC|ALB;Sabodala deposit;MAIN;51|52
0398B964;3;BXH;N/A;NRP;STR;PYR|NAU;QTZ|CAC|ALB;Sabodala deposit;MAIN;51|52
0398B964;4;DIS;N/A;NRP;STR;PYR|NAU;QTZ|CAC|ALB;Sabodala deposit;MAIN;51|52
03430331;1;SHM;N/A;NRP;STR;PYR|CPY|TET|TELL|MON|SCE|RUT;QTZ|TUR|ANK|CLO|SER|ALB;Main Zone;MAIN;54|55|56
03430331;2;DIS;N/A;NRP;STR;PYR|CPY;N/A;Main Zone;MAIN;54
03497A9B;1;REP;BRE;NRP;STR;PYR|NAU|GAL|SPH|CPY;QTZ|SER|CLO|KSP|ALB|HEM|CAC;Central;MAIN;76|78|87|96
03497A9B;2;STK;BRE;NRP;STR;PYR|NAU|GAL|SPH|CPY;QTZ|SER|CLO|KSP|ALB|HEM|CAC;Central;MAIN;76|78|87|96
03497A9B;3;SHV;BRE;NRP;STR;PYR|NAU|GAL|SPH|CPY;QTZ|SER|CLO|KSP|ALB|HEM|CAC;Central;MAIN;76|78|87|96
03497A9B;4;VEN;BRE;NRP;STR;PYR|NAU|GAL|SPH|CPY;QTZ|SER|CLO|KSP|ALB|HEM|CAC;Central;MAIN;76|78|87|96
040010B9;1;VEN;N/A;CNT;STR;PYR|CPY|SPH|GAL|NAU|ASP|MOL|TET|POH|COV|SSLT;QTZ|CAC|FLU|HEM|MUS|ILM;Dingman;MAIN;43|44|45
040010B9;2;DIS;N/A;CNT;STR;PYR|CPY|SPH|GAL|NAU|ASP|MOL|TET|POH|COV|SSLT;QTZ|CAC|FLU|HEM|MUS|ILM;Dingman;MAIN;43|44|45
041313E5;1;VEN;OBS;POD;STR;NAU|PYR;QTZ|TUR;Windfall;MAIN;20|21|28|32|36
041313E5;2;DIS;PSM;POD;STR;NAU|PYR;QTZ|TUR;Windfall;MAIN;20|21|32|36
03E5E738;1;SHM;CKS;POD;COM;PYR|CPY|SPH|GAL|TELL|NAU;QTZ|DLM|ANK|ALB|CLO|SER|TUR|FUC;True North deposit;MAIN;66|68|69|72
03E5E738;2;STK;BRE;POD;COM;PYR|CPY|SPH|GAL|TELL|NAU;QTZ|DLM|ANK|ALB|CLO|SER|TUR|FUC;True North deposit;MAIN;66|69|72
03E5E738;3;BXH;N/A;POD;COM;PYR|CPY|SPH|GAL|TELL|NAU;QTZ|DLM|ANK|ALB|CLO|SER|TUR|FUC;True North deposit;MAIN;66|69|72
041A6F51;1;SHV;NUG;POD;COM;NAU|POH|CPY|MAG|PYR;QTZ|GAR|AMPH|DLM|CAC|ANK|SID;Otjikoto;MAIN;33|34|35|37|38|39|40|41
044F99B5;1;SHM;FLB;CNT;STR;NAU|ASP|POH|PYR|CPY|SPH;QTZ|MUS|CLO|SID|CAC|TUR;Riacho dos Machados;MAIN;41|45|47|48|49
0464602C;1;STK;N/A;NRP;STR;POH|PYR|ASP;QTZ;Cléopâtre showing;MAIN;9
0464602C;2;DIS;N/A;NRP;STR;PYR;QTZ|CAC;Cléopâtre showing;MAIN;10
044475BA;1;VEN;N/A;POD;COM;NAU|PYR|ASP|POH|CPY;QTZ|ANK|DLM|TUR|SER|CLO|SCE;Hardrock deposit;MAIN;122|127|128|130|131|137|138|140|141
044475BA;2;REP;N/A;POD;COM;NAU|PYR|ASP|POH|CPY;QTZ|ANK|DLM|TUR|SER|CLO|SCE;Hardrock deposit;MAIN;122|128|137|138|140|141
044475BA;3;MSV;N/A;POD;COM;NAU|PYR|ASP|POH|CPY;QTZ|ANK|DLM|TUR|SER|CLO|SCE;Hardrock deposit;MAIN;122|137|138|140|141
044475BA;4;SHV;N/A;POD;COM;NAU|PYR|ASP|POH|CPY;QTZ|ANK|DLM|TUR|SER|CLO|SCE;Hardrock deposit;MAIN;122|137|140|141
04546B27;1;DIS;N/A;NRP;COM;NAU|PYR|CPY|GAL;QTZ|CAC;Assafou;MAIN;147
04546B27;2;VEN;N/A;NRP;COM;NAU|PYR|CPY|GAL;QTZ|CAC;Assafou;MAIN;147
04546B27;3;BXH;N/A;NRP;COM;NAU|PYR|CPY|GAL;QTZ|CAC;Assafou;MAIN;147
049DA365;1;BXH;COL;NRP;COM;NAU|PYR|CPY|DIG|COV|CSC|MLC|MOT|NSV|STM;QTZ|CLO|HEM|ADS;Taunus;MAIN;33|35|38|39
049DA365;2;BXH;OBS;NRP;COM;NAU|PYR|CPY|DIG|COV|CSC|MLC|MOT|NSV|STM;QTZ|CLO|HEM|ADS;Taunus;MAIN;33|35|38|39
04B21BC1;1;STK;N/A;NRP;STR;POH|ASP|CPY;QTZ|EPD|DPS;Ridge Zone;MAIN;22
04B21BC1;2;BXH;N/A;NRP;STR;POH|ASP|CPY;QTZ|EPD|DPS;Ridge Zone;MAIN;22
04B0BFA3;1;VEN;CKS;PLG;STR;NAU|ASP|POH|PYR|CPY|BOR;QTZ|SER|FSPU|CLO|BIO|TUR;Main Stripped Zone;MAIN;16|17|18|19|25|35
04B86048;1;DIS;FLB;CNT;COM;ELC|NAU|CAL|PYR|POH|CPY|ASP|COV|GAL;QTZ|TUR|MAG|GRP|SER|KAO|HEM|GOE;Bombore;MAIN;107|108|109|112
04B86048;2;VEN;N/A;CNT;COM;ELC|NAU|CAL|PYR|POH|CPY|ASP|COV|GAL;QTZ|TUR|MAG|GRP;Bombore;MAIN;107|108|109|112
04F33E01;1;DIS;BRE;CNT;COM;PYR|NAU|CPY|SPH|TELL;QTZ|CAC|ANK|BIO|SER|KSP|CLO;Canadian Malartic;MAIN;49|50
04F33E01;2;STK;BRE;CNT;COM;NAU;QTZ|KSP|MUS;Canadian Malartic;MAIN;50
04C5563D;1;STK;N/A;NRP;COM;PYR|CPY|GAL|SPH;QTZ|MAG;Cerro de Oro;MAIN;53|58
04C5563D;2;DIS;N/A;NRP;STG;PYR;QTZ;Cerro de Oro;MAIN;53
04C5563D;3;VEN;N/A;NRP;STR;PYR;QTZ;Cerro de Oro;MAIN;53
04D722E3;1;VEN;NUG;POD;STR;NAU|PYR|GAL|SPH|CPY|ASP;QTZ|CAC|DLM|ANK|FSPU|CLO;Gordon-Ven Lake;MAIN;43|46|47|48|49|50
04D722E3;2;STK;NUG;POD;STR;NAU|PYR|GAL|SPH|CPY|ASP;QTZ|CAC|DLM|ANK|FSPU|CLO;Gordon-Ven Lake;MAIN;43|46|47|48|49|50
052FD466;1;VEN;N/A;CNT;COM;PYR|SPH|CPY|GAL|NBM|HAM|NAU;QTZ|CLO|CAC|ANK|RUT;Hammerdown;MAIN;30|33|34
0527E792;1;BXH;N/A;POD;COM;PYR|NAU|CPY|POH|MOL;ANK|QTZ|CLO;Fayolle deposit;MAIN;48|49|54
0527E792;2;DIS;N/A;POD;COM;PYR|NAU|CPY|POH|MOL;ANK|QTZ|CLO;Fayolle deposit;MAIN;49
0527E792;3;VEN;N/A;POD;COM;PYR|NAU|CPY|POH|MOL;ANK|QTZ|CLO;Fayolle deposit;MAIN;49|54
05419167;1;VEN;NUG;POD;COM;NAU|PYR|ASP|CPY|SPH|GAL;QTZ|TUR|CAC|CLO|FUC;Granada;MAIN;59|60|61|63
05419167;2;STK;NUG;POD;COM;NAU|PYR|ASP|CPY|SPH|GAL;QTZ|TUR|CAC|CLO|FUC;Granada;MAIN;62
05419167;3;DIS;NUG;POD;COM;NAU|PYR|ASP|CPY|SPH|GAL;QTZ|TUR|CAC|CLO|FUC;Granada;MAIN;62
05151973;1;STK;BRE;NRP;COM;PYR;QTZ;Fortnum Gold Project;MAIN;56|57|64|66
05151973;2;SHV;N/A;NRP;STG;PYR;QTZ;Fortnum Gold Project;MAIN;64|65
05151973;3;LAT;N/A;NRP;STG;NAU;LIM;Fortnum Gold Project;MAIN;57|64|66|67
0573AFD8;1;STK;CKS;PLG;COM;POH|PYR|ASP|SPH|GAL|MOL;QTZ|CAC|TUR;Colomac Main;MAIN;73|77|78|79|91|102|120
0573AFD8;2;VEN;CKS;PLG;COM;POH|PYR|ASP|SPH|GAL|MOL;QTZ|CAC|TUR;Colomac Main;MAIN;73|77|78|79|91|102|120
062C08C1;1;VEN;N/A;NRP;COM;NAU|PYR|POH|GAL|CPY|ASP;QTZ|MUS|CLO|ALB;Touquoy;MAIN;86|89|90
062C08C1;2;SHM;N/A;NRP;COM;NAU|PYR|POH|GAL|CPY|ASP;QTZ|MUS|CLO|ALB;Touquoy;MAIN;86|89|90
0630C490;1;SHM;INV;POD;COM;PYR|ARP;QTZ|CAC;Granite Creek;MAIN;62|68|70|71|72
0630C490;2;DIS;INV;POD;COM;PYR|ARP;QTZ|CAC;Granite Creek;MAIN;62|68|70
0613D036;1;STK;N/A;NRP;STR;PYR|ASP|CPY|GAL;QTZ;Diabarou;MAIN;24|25
0613D036;2;BXH;N/A;NRP;STR;PYR|ASP|CPY|GAL;QTZ;Diabarou;MAIN;25
05C53A75;1;REP;INV;NRP;COM;ARP|REA|ORP;QTZ|STB|FLU|CAC|CLY;Osiris cluster;MAIN;40|41|43|54
05C53A75;2;DIS;INV;NRP;COM;ARP|REA|ORP;QTZ|STB|FLU|CAC|CLY;Osiris cluster;MAIN;40|41|43|54
0645D8D4;1;SHM;N/A;PLG;COM;PYR|POH|ASP;QTZ|ANK;Adumbi;MAIN;59|61|70|72|75|84
0695EA16;1;STK;NUG;POD;STR;NAU;QTZ;Solona;MAIN;26|39|45
0695EA16;2;VEN;NUG;POD;STR;NAU;QTZ;Solona;MAIN;26|39|45
0695EA16;3;SHM;NUG;POD;STR;NAU;QTZ;Solona;MAIN;39|45
06950BED;1;SHM;N/A;SIN;COM;NAU;PYR|POH|ASP|CPY|BIO|GAR|DPS;Madsen;MAIN;75|76|84|85
06950BED;2;DIS;N/A;SIN;COM;NAU;PYR|POH|ASP|CPY|BIO|GAR|DPS;Madsen;MAIN;76|84|85
06C30B18;1;REP;BRE;NRP;COM;PYR|ASP|NAU;QTZ|CLO|CAC;Paddy's Flat;MAIN;88|89
06C30B18;2;VEN;NUG;NRP;STR;NAU;QTZ;Paddy's Flat;MAIN;88|89|101
06C30B18;3;SHM;N/A;NRP;STR;N/A;N/A;Paddy's Flat;MAIN;88|89
06C30B18;4;STK;N/A;NRP;LIT;ASP;QTZ|CAC;Paddy's Flat;MAIN;88|103|104
0710EF8D;1;PLC;NUG;CNT;STG;NAU|PYR;QTZ;Beatons Creek;MAIN;57|58|60|62|63
07095F68;1;SHM;N/A;PLG;COM;NAU|PYR|ASP|POH;QTZ;Magdala;MAIN;52|56|61
07095F68;2;VEN;N/A;PLG;COM;POH|ASP|PYR;QTZ;Magdala;MAIN;52|56|61
07095F68;3;STK;N/A;PLG;COM;ASP|POH;QTZ;Magdala;MAIN;53|56|61
07095F68;4;STK;NUG;PLG;COM;POH|ASP|PYR|NAU;QTZ;Magdala;MAIN;53|56
0723F78A;1;VEN;N/A;NRP;STR;PYR|ASP|NAU;QTZ|CAC|TUR;Turnberry;MAIN;27|33|34
0723F78A;2;DIS;N/A;NRP;STR;PYR|ASP|NAU;QTZ|CAC|TUR;Turnberry;MAIN;27|33|34
06D32B92;1;DIS;N/A;NRP;COM;PYR|CPY;CAC|QTZ|FUC;Moss Lake deposit;MAIN;35|36
0789F8E0;1;SHM;N/A;NRP;STR;POH|PEN|CPY|BIS|TSU|NAU;QTZ;Trident;MAIN;41
0728AACE;1;DIS;INV;NRP;COM;NAU|PYR;QTZ|JSP|CLY|HEM|LIM;Gold Rock;MAIN;42|43|45
0728AACE;2;BXH;INV;NRP;COM;NAU|PYR;QTZ|JSP|CLY|HEM|LIM;Gold Rock;MAIN;42|43|45
0736472B;1;VEN;NUG;CNT;COM;NAU|PYR|GAL|CPY|SPH|ASP|SCE;QTZ|ANK|CAC|DLM|SER|CLO|MAR|ALB;Idaho-Maryland Deposit;MAIN;86|93|98|112
0736472B;2;STK;N/A;CNT;COM;NAU|PYR|GAL|CPY|SPH|ASP|SCE;QTZ|ANK|CAC|DLM|SER|CLO|MAR|ALB;Idaho-Maryland Deposit;MAIN;86|93|98|101|112
081D24CD;1;VEN;NUG;NRP;COM;NAU|PYR|CPY|GAL|ASP|SPH|BOR;QTZ|CAC;Great Fingall;MAIN;77|78|85
07EA6630;1;VEN;PSM;POD;COM;NAU|PYR|ASP|POH|CPY;QTZ|ANK|DLM|TUR|SER|CLO|SCE;Hardrock deposit;MAIN;122|127|128|130|131|140|141
