pdf_hash;vein_id;vein_type;target_name;target_role;evidence_pages
27B398CE;1;SHV;True North;MAIN;55|56
27B398CE;3;EXT;True North;MAIN;56
27B398CE;4;FLT;True North;MAIN;56
27A3E693;1;QCC;Cristina;MAIN;60
27CA4DDC;1;AUR;Young-Davidson;MAIN;69
27CA4DDC;2;EXT;Young-Davidson;MAIN;69
2814182A;1;QSF;Zone 1B;MAIN;30
2814182A;2;QCC;Zone 1B;MAIN;30
282061E6;1;SHV;PL Deposit;MAIN;84
282061E6;2;EXT;PL Deposit;MAIN;84
282061E6;3;QSF;PL Deposit;MAIN;84
282061E6;4;SUV;PL Deposit;MAIN;86
282D08DE;1;QCC;O'Brien Project;MAIN;58|59|60|61
2853C4DA;1;QCC;Uluktau;MAIN;77
28865668;1;QCC;New Alger Mine;MAIN;12
285E1E79;1;QCC;F2 Gold System;MAIN;34|38|41
28CD2641;1;QSF;Julian Property;MAIN;19|25
28D0ECAF;1;QCC;Granada;MAIN;55|57
28E283FF;1;QCC;Grey Fox;MAIN;49
28E283FF;2;MUL;Grey Fox;MAIN;49|50
28E283FF;3;SHV;Grey Fox;MAIN;52
28EAFB9C;1;QSF;Cape Spencer;MAIN;71|77
28EAFB9C;2;QCC;Cape Spencer;MAIN;69|71
293AB836;1;QCC;New Amalga deposit;MAIN;37
28F0A9C8;1;QAD;North Stock;MAIN;44|53|54
28F0A9C8;2;QCC;North Stock;MAIN;43|44|54
28F91901;1;QCC;Bombore Gold Project;MAIN;99|103
294CBDBB;1;QCC;Cipoeiro;MAIN;29
2A1026DE;1;AUR;Main Zone;MAIN;25
2A1026DE;2;QAD;Main Zone;MAIN;25
2A176A30;1;QSF;Sugar Zone;MAIN;13|15
29E2F3C6;1;QCC;BGP gold deposit;MAIN;45
2A228DAA;1;QCC;Oko West;MAIN;63|67
2A228DAA;2;SHV;Oko West;MAIN;63
2A228DAA;3;EXT;Oko West;MAIN;63
2A62A33F;1;SUV;Kiniero;MAIN;87
2A62A33F;2;QSF;Kiniero;MAIN;87|91
2A62A33F;3;AUR;Kiniero;MAIN;87
2A62A33F;4;QCC;Kiniero;MAIN;91
2A8F8F9C;1;QCC;Monique;MAIN;73
2A8F8F9C;2;SHV;Monique;MAIN;73
2A8F8F9C;3;EXT;Monique;MAIN;73
2A763673;1;QSF;Magdala;MAIN;62|63
2A763673;2;SHV;Magdala;MAIN;62
2A763673;3;EXT;Magdala;MAIN;62|63
2A90BFB0;1;QCC;Kittila deposit;MAIN;46|47|48
2A9895A6;1;QSF;Beartrack;MAIN;50
2AC512B5;1;QSF;Sao Vicente;MAIN;22|24
2AADF6FE;1;QSF;Upper Antino;MAIN;59|63
2AADF6FE;2;SHV;Upper Antino;MAIN;70
2AADF6FE;3;EXT;Upper Antino;MAIN;70
2BC67572;1;QCC;Bear Mountain;MAIN;41
2B92CA7E;1;TLD;Huronian Zone;MAIN;68
2B95FE2E;1;QCC;Chevrier;MAIN;34|35
2BB40988;1;QSF;Nicholas Main Zone;MAIN;23
2C16173B;1;QFV;Antenna;MAIN;73
2C2FE588;1;QCC;Gladiator;MAIN;56|57
2C2FE588;2;QSF;Gladiator;MAIN;57
2BF34292;1;AUR;Granada;MAIN;33
2C17B3D5;1;QCC;Uzboy;MAIN;25|26|36|46
2C17B3D5;2;QSF;Uzboy;MAIN;34|35
2C73DB73;1;QSF;55 Zone;MAIN;49|50
2C73DB73;2;QCC;55 Zone;MAIN;50
2C73DB73;3;QFV;55 Zone;MAIN;50
2C44109C;1;QCC;La Escarcha;MAIN;37|40|46
2C765245;1;QSF;Trixie;MAIN;92
2C765245;2;TLD;Trixie;MAIN;95
2C7D7C7E;1;SHV;55 Zone;MAIN;48|51
2C7D7C7E;2;QCC;55 Zone;MAIN;49
2C85BF9F;1;MUL;Sewum;MAIN;42
2C85BF9F;2;QSF;Sewum;MAIN;43
2CB5A3A2;1;QAD;Gold Road Mine;MAIN;36
2CCA1630;1;QSF;Oro Brillante;MAIN;44
2CC1CE54;1;QCC;Chimo Mine;MAIN;89
2CC1CE54;2;QSF;Chimo Mine;MAIN;93
2CCC9CD5;1;QCC;New Beliveau;MAIN;64|65
2CCC9CD5;2;QSF;New Beliveau;MAIN;64|65
2D1F88BB;1;QSF;Cajueiro;MAIN;62|66
2D6E23C2;1;QTU;San Francisco;MAIN;60|61
2D45BA4D;1;AUR;Golden Saddle;MAIN;48|49
2D8C98CC;1;QSF;Dorothy Main Zone;MAIN;41|45
2DCCA471;1;QCC;Madsen Deposit;MAIN;86|101
2DCCA471;2;QSF;Madsen Deposit;MAIN;86|101
2DE403FE;1;QCC;Nyanzaga;MAIN;89|90|92
2DE403FE;2;QSF;Nyanzaga;MAIN;90
2DE403FE;3;EXT;Nyanzaga;MAIN;89
2DD158F8;1;MUL;Box-Athona;MAIN;74
2ED1333E;1;SHV;True North;MAIN;67
2ED1333E;2;EXT;True North;MAIN;67
2ED1333E;3;QCC;True North;MAIN;70
2F27DD2C;1;QCC;Cosmo Mine;MAIN;104|108
2F27DD2C;2;QSF;Cosmo Mine;MAIN;104
2FC7E142;1;QCC;Massawa;MAIN;105|109
2FC7E142;2;QSF;Massawa;MAIN;107
2FD5202A;1;QAD;Grassy Mountain;MAIN;38|42
2FDA8907;1;QCC;Mishi Main zone;MAIN;41|43
2FDA8907;2;QSF;Mishi Main zone;MAIN;43
2FE561F3;1;QSF;Callie;MAIN;55|59
300BD65E;1;QCC;Dufferin;MAIN;60|61|64
3055A584;1;QSF;Fortnum Wedge;MAIN;69|70
306C6FD3;1;QSF;Florida Canyon Mine;MAIN;45
306C6FD3;2;MUL;Florida Canyon Mine;MAIN;45
306C6FD3;3;QAD;Florida Canyon Mine;MAIN;46
30764FDD;1;SHV;True North;MAIN;69
30764FDD;2;FLT;True North;MAIN;69
30764FDD;3;EXT;True North;MAIN;69
307C60FF;1;QCC;Munro Project;MAIN;39|40
308915A6;1;QCC;Fayolle;MAIN;40
3091DA28;1;QSF;Corcoesto;MAIN;39|42|47|48
30C5FD5F;1;QSF;Southern Cross North Project;MAIN;40|41
30C5FD5F;2;QCC;Southern Cross North Project;MAIN;40
30C14E1F;1;MUL;Buckreef;MAIN;27
30C14E1F;2;QCC;Buckreef;MAIN;27
30E2DB35;1;QCC;Florin;MAIN;33
30E2DB35;2;MUL;Florin;MAIN;33
30E2DB35;3;QSF;Florin;MAIN;37
30EFD2F3;1;SHV;Kobada;MAIN;93
30EFD2F3;2;EXT;Kobada;MAIN;93
30EFD2F3;3;QCC;Kobada;MAIN;94
3181F270;1;QCC;Bjorkdal;MAIN;32
3181F270;2;TLD;Bjorkdal;MAIN;32|33
3181F270;3;AUR;Bjorkdal;MAIN;32|33
315147D9;1;QCC;Triangle Zone;MAIN;101|105|107|110|112
315147D9;2;FLT;Triangle Zone;MAIN;101|107
315147D9;3;EXT;Triangle Zone;MAIN;102|107
314BDAAB;1;QCC;Goldboro Deposit;MAIN;14|59
314BDAAB;2;QSF;Goldboro Deposit;MAIN;53|54
314BDAAB;3;SHV;Goldboro Deposit;MAIN;55
314BDAAB;4;MUL;Goldboro Deposit;MAIN;55
311C247E;1;QCC;Greenstone Mine;MAIN;74|80|82|94|95|98
318D10F5;1;QCC;Chimo Mine Deposit;MAIN;110
318D10F5;2;QSF;Chimo Mine Deposit;MAIN;112|113|114
320E96A4;1;QCC;Fawakhir;MAIN;50
3221B416;1;QCC;EMZ;MAIN;48|55
3221B416;2;SHV;EMZ;MAIN;48|62
3221B416;3;EXT;EMZ;MAIN;48|62
3221B416;4;QSF;EMZ;MAIN;55
31A667DE;1;QSF;Beartrack;MAIN;43|45
32698830;1;QSF;Three Bluffs;MAIN;40|41
322585EE;1;QSF;Wharf Operation;MAIN;63|67
322585EE;2;QCC;Wharf Operation;MAIN;69
32425CED;1;QCC;Nordeau West;MAIN;46|91
329566C5;1;QCC;Yellowjacket Gold Zone;MAIN;30|37|40
32DA3B1C;1;QCC;Maligreen;MAIN;38
32DA3B1C;2;QSF;Maligreen;MAIN;39|42
337B5C66;1;QSF;Florida Canyon;MAIN;32
337B5C66;2;MUL;Florida Canyon;MAIN;32
337B5C66;3;QAD;Florida Canyon;MAIN;34
32EB9E26;1;QSF;Thor Deposit;MAIN;75
32EB9E26;2;QFV;Thor Deposit;MAIN;75
339AF256;1;QAD;Tonopah;MAIN;35|41
340A0A9C;1;QSF;Main Zone (South Wood Lake Zone);MAIN;16
33C33FF7;1;QCC;Saramacca;MAIN;67
34119D76;1;QCC;West Branch;MAIN;42|49|54
34119D76;2;EXT;West Branch;MAIN;49|55
34119D76;3;SHV;West Branch;MAIN;49|55
3473A14D;1;QCC;Pine Cove;MAIN;64
346313EF;1;QCC;F2 Gold System;MAIN;49
346313EF;2;AUR;F2 Gold System;MAIN;48|49
347302C7;1;QCC;Lamaque Mine;MAIN;53|58|59|67
347302C7;2;SHV;Lamaque Mine;MAIN;58|64|65
347302C7;3;EXT;Lamaque Mine;MAIN;58|65|68|70
34D00683;1;QSF;Piment Zone;MAIN;34|35
34A885E5;1;SHV;Croinor;MAIN;243
34A885E5;2;EXT;Croinor;MAIN;243|245
34A885E5;3;QCC;Croinor;MAIN;243|244
34A885E5;4;QTU;Croinor;MAIN;245
353CDC8B;1;QCC;Granada;MAIN;52|54|56|64
34F19419;1;QFV;Discovery Zone;MAIN;95
34F19419;2;SHV;Discovery Zone;MAIN;97
354F4AB3;1;QSF;Ouest Balan;MAIN;40
355174D9;1;QSF;Fondaway Canyon;MAIN;53
359BBE7E;1;EXT;Swanson deposit;MAIN;70
359BBE7E;2;QCC;Swanson deposit;MAIN;71|82|91
35C5507F;1;QCC;Apensu;MAIN;69|70
35C5507F;2;AUR;Apensu;MAIN;69|70
35CA7341;1;QCC;Otter Creek / Godkin Pit;MAIN;23|27
35CA8622;1;QCC;Lincoln-Comet;MAIN;26
35CA8622;2;EXT;Lincoln-Comet;MAIN;24
35D1D06F;1;QCC;Detour Lake Mine;MAIN;63
35D1D06F;2;EXT;Detour Lake Mine;MAIN;61|62|64
35D1D06F;3;FLT;Detour Lake Mine;MAIN;62
35D1D06F;4;SHV;Detour Lake Mine;MAIN;62|63|64
35DF18D6;1;EXT;Piaba;MAIN;68
35DF18D6;2;QSF;Piaba;MAIN;62|68|71
35F4BD47;1;QCC;Bomboré;MAIN;43
35F4BD47;2;SHV;Bomboré;MAIN;44
361A4CFA;1;QCC;Gold Ridge;MAIN;22
361A4CFA;2;MUL;Gold Ridge;MAIN;22
36984740;1;QSF;Turmalina;MAIN;48|50
36963686;1;QSF;Triangle Zone;MAIN;56
3670F402;1;QCC;Namdini;MAIN;60
36A9E451;1;QSF;Wona-Kona;MAIN;51
36AF8027;1;QSF;Tamarack;MAIN;11|12
36A0B51D;1;QSF;Magambazi;MAIN;49|51
3708266F;1;QCC;Wenot;MAIN;61|65|82
3746E4F1;1;QSF;Big Pit;MAIN;27
3748A596;1;QSF;Malikoundi/Boto 2;MAIN;61|62
3748A596;2;MUL;Malikoundi/Boto 2;MAIN;62
377E3A04;1;QCC;Black Fox Mine;MAIN;121|128
37D3B9CE;1;QFV;Canadian Malartic deposit;MAIN;56
3793CDFC;1;QAD;Fire Creek;MAIN;18
381F5C02;1;QSF;Central Manitoba Zone;MAIN;26
37E2AA01;1;QCC;La Martinière;MAIN;42|44
37E2AA01;2;QSF;La Martinière;MAIN;42
385AC5EA;1;SHV;Mankarga 5;MAIN;45
3875829E;1;CAV;Gold Pick;MAIN;69
38A85FAF;1;QSF;Eagle Zone;MAIN;48|51
38B9C7D6;1;QCC;Rory's Knoll;MAIN;63|65|71
38D95CC8;1;QSF;Magambazi;MAIN;28|29
39CB6561;1;QCC;Kenogami Lake Project;MAIN;31
38E7868C;1;QCC;Bombore;MAIN;84
38E7868C;2;SHV;Bombore;MAIN;80
39E79654;1;QSF;Côté Gold;MAIN;95
39E79654;2;QCC;Côté Gold;MAIN;95
39E79654;3;QTU;Côté Gold;MAIN;95
39E79654;4;SKV;Côté Gold;MAIN;95
39FFEDD8;1;QCC;Carolin Mine;MAIN;41|42
39FFEDD8;2;MUL;Carolin Mine;MAIN;42
3A3F8692;1;QSF;CAS (Central, Avan and Skiråsen);MAIN;55
3A3F8692;2;QCC;CAS (Central, Avan and Skiråsen);MAIN;55
3A3F8692;3;AUR;CAS (Central, Avan and Skiråsen);MAIN;55
3A3F8692;4;QTU;CAS (Central, Avan and Skiråsen);MAIN;51|55
3A6340B3;1;CAV;RHN Property;MAIN;37|38
3A6340B3;2;TLD;RHN Property;MAIN;35|37
3AAEF04C;1;QSF;Zone 1B;MAIN;25
3B3D85B1;1;QSF;São Sebastião;MAIN;27
3B3D85B1;2;EXT;São Sebastião;MAIN;27
3B581E7D;1;QCC;Nampala;MAIN;71|82
3B99FAA6;1;QCC;Wenot;MAIN;91|96
3BB02B86;1;QCC;Spanish Mountain;MAIN;28
3BAA85BA;1;FLT;Cariboo Gold Project;MAIN;73|80
3BAA85BA;2;EXT;Cariboo Gold Project;MAIN;73|80
3BAA85BA;3;SHV;Cariboo Gold Project;MAIN;73|80
3BC14498;1;AUR;Nkran;MAIN;81
3C255A9C;1;QCC;Spanish Mountain;MAIN;28|29
3C3CEF6E;1;QCC;Ronguen gold deposit;MAIN;31
3C68B17F;1;QCC;Montagne d'Or;MAIN;58
3C68B17F;2;QSF;Montagne d'Or;MAIN;59|61
3CAF48B5;1;SHV;Seabee;MAIN;28
3CAF48B5;2;QTU;Seabee;MAIN;28
3CA02F87;1;QSF;Haile;MAIN;27|28
3CB96C60;1;QSF;Gameta;MAIN;31
3CB96C60;2;CAV;Gameta;MAIN;31
3CB4917F;1;QCC;Tower Gold Project;MAIN;151|153|159|160
3CB4917F;2;QSF;Tower Gold Project;MAIN;160
3CB4917F;3;SHV;Tower Gold Project;MAIN;151
3CF19190;1;QSF;Pitt Gold;MAIN;45
3D3CB8E4;1;AUR;Satinoco;MAIN;15
3D1189B3;1;AUR;Bell Creek;MAIN;51|52|54
3D49ABF8;1;QTU;Marathon Deposit;MAIN;99
3D6CB99C;1;QSF;Valentine Gold Camp;MAIN;47
3D6CB99C;2;EXT;Valentine Gold Camp;MAIN;47
3D6CB99C;3;SHV;Valentine Gold Camp;MAIN;47
3D76F7D4;1;QSF;Tovshir;MAIN;55
3D920261;1;SHV;Noseno;MAIN;36
3D920261;2;QSF;Noseno;MAIN;36
3DA4178D;1;QSF;Gameta;MAIN;31
3DA4178D;2;CAV;Gameta;MAIN;31
3D7B3B36;1;QSF;Nasedkino;MAIN;45
3D7B3B36;2;SHV;Nasedkino;MAIN;41
3DF03E1F;1;QCC;Amizmiz;MAIN;7
3E5657A2;1;QCC;Kao;MAIN;72
3E712733;1;QCC;Bullard Pass;MAIN;15|16|18|20
3E783295;1;QCC;O'Brien Project;MAIN;67|69
3E8E4AE5;1;QCC;Mooseland;MAIN;43
3E8E4AE5;2;QSF;Mooseland;MAIN;43|44
3EC0CCD3;1;QSF;47 PMLs;MAIN;52|56|57
3EC7D618;1;AUR;Imperial gold deposit;MAIN;12|45|46|47
3EB0D4FB;1;QTU;Lamaque Mine;MAIN;46|59|68
3EB0D4FB;2;SHV;Lamaque Mine;MAIN;51
3EB0D4FB;3;EXT;Lamaque Mine;MAIN;51|52
3F0B38F9;1;QCC;Kao;MAIN;72
3F28C976;1;QSF;Buffalo Reef;MAIN;19
3F2D988D;1;QSF;Goingoindougou;MAIN;30|33|40
3F2EBD38;1;QCC;Eleonore;MAIN;40|41
3F2EBD38;2;QSF;Eleonore;MAIN;41
3F2EBD38;3;SHV;Eleonore;MAIN;43
3F82F406;1;QCC;La Cruz;MAIN;20|21
3F91D044;1;QSF;ACMA-Lewis;MAIN;76|83|84
3F91D044;2;QCC;ACMA-Lewis;MAIN;76|83|84
3FAEB13F;1;QCC;Garrcon Deposit;MAIN;47
3FBC5CEF;1;AUR;Swanson;MAIN;111|117|119
3FBC5CEF;2;QCC;Swanson;MAIN;115
403E39A4;1;SHV;Surluga Deposit;MAIN;115
403E39A4;2;QSF;Surluga Deposit;MAIN;115
403E39A4;3;QTU;Surluga Deposit;MAIN;112|116
403EAB29;1;QCC;Golden Valley;MAIN;24
403EAB29;2;SHV;Golden Valley;MAIN;24
407CA08D;1;QSF;Hangar Flats Deposit;MAIN;26|30
4080CBE2;1;QCC;Douay;MAIN;57|60
408EE15F;1;QCC;Sleepy Zone;MAIN;26
408EE15F;2;QSF;Sleepy Zone;MAIN;26
4112CF24;1;QCC;Parallel Vein Zone;MAIN;28
4124125B;1;QCC;Buziba Busolwa;MAIN;46
4170107C;1;AUR;Spruce Hills;MAIN;18
413F247E;1;QSF;Gourbassi West;MAIN;87
41BCA767;1;QCC;Duquesne-Ottoman;MAIN;36|38
414E89A7;1;QCC;Pine Cove Mine;MAIN;60
4230CEAC;1;CAV;Afgan;MAIN;32
4268C1D1;1;SHV;Golden Gift 6;MAIN;43
4268C1D1;2;EXT;Golden Gift 6;MAIN;44
42875527;1;QSF;Twin Hills;MAIN;54
4289B025;1;QSF;ACMA-Lewis;MAIN;98
4289B025;2;QCC;ACMA-Lewis;MAIN;98|101
4289B025;3;SUV;ACMA-Lewis;MAIN;98
42C56158;1;QSF;San Francisco deposit;MAIN;79|83
42C8CCFD;1;QSF;CMD Gold Mine;MAIN;47|48
42D01EF0;1;QSF;F2 Zone;MAIN;44
42D01EF0;2;QCC;F2 Zone;MAIN;44
438D7AD7;1;QSF;Twangiza Main;MAIN;31
433F4FB3;1;SKV;Butte Highlands;MAIN;41
433F4FB3;2;AUR;Butte Highlands;MAIN;41
39B14617;1;QSF;Kearney and Joshua vein systems;MAIN;50|55
44671CF4;1;QCC;West Zone;MAIN;31
44464205;1;AUR;New Liberty;MAIN;64
44645AE1;1;QCC;F2;MAIN;48
44645AE1;2;QSF;F2;MAIN;46
44645AE1;3;SHV;F2;MAIN;46
44645AE1;4;EXT;F2;MAIN;46
44734636;1;AUR;Big Hurrah;MAIN;29
449D2B76;1;QCC;Duquesne West;MAIN;65|66
44B07C36;1;QCC;A8 3200 vein system;MAIN;41|42
44B84233;1;QCC;Wenot;MAIN;82|85|88
45A25C9E;1;QCC;Peninsula;MAIN;27|31|37
45D5398B;1;QCC;Lac Pelletier Gold Zones;MAIN;29
45D5398B;2;SHV;Lac Pelletier Gold Zones;MAIN;29
461BC7FE;1;QAD;TR-UE Vein System;MAIN;57|62|71
461BC7FE;2;MUL;TR-UE Vein System;MAIN;68
4658EFA7;1;QSF;Goldlund Deposit;MAIN;50|52
4658EFA7;2;QCC;Goldlund Deposit;MAIN;47|48
4659B4DE;1;QCC;Galaxy Orebody;MAIN;73
465DA569;1;QSF;Goulagou;MAIN;12
462243E7;1;QCC;Sigma-Lamaque;MAIN;98|102|104
462243E7;2;SHV;Sigma-Lamaque;MAIN;101|104
462243E7;3;EXT;Sigma-Lamaque;MAIN;101|105|106
46829863;1;AUR;Kabaya;MAIN;40
467154B4;1;QCC;Fayolle deposit;MAIN;34
46AA2282;1;SHV;Kobada;MAIN;21|22
46AA2282;2;EXT;Kobada;MAIN;21|22
46AA2282;3;QCC;Kobada;MAIN;25
46E15A6C;1;EXT;Central Zone;MAIN;28
46E15A6C;2;SHV;Central Zone;MAIN;28
472E4DAE;1;QSF;Napoleon;MAIN;42|44
4803D5C0;1;QSF;ACMA-Lewis;MAIN;58|59|61|62
4803D5C0;2;QCC;ACMA-Lewis;MAIN;58|59|62
486DB1EF;1;QSF;Penman Vein;MAIN;16|18
486A1A8B;1;MUL;Money Knob;MAIN;18
48727141;1;QSF;West End Deposit;MAIN;30
48727141;2;QCC;West End Deposit;MAIN;29
489D2664;1;QSF;Dreadnought;MAIN;17
489DD9BE;1;SHV;Tiriganiaq;MAIN;40|42|44
489DD9BE;2;QSF;Tiriganiaq;MAIN;42
489DD9BE;3;QCC;Tiriganiaq;MAIN;42
49F3D6C3;1;AUR;Anumso;MAIN;34
48C76AE7;1;QCC;Upper Canada;MAIN;37
48C76AE7;2;QSF;Upper Canada;MAIN;38
491496E5;1;QAD;Bayan Khundii;MAIN;42|44|45
491496E5;2;MGV;Bayan Khundii;MAIN;42
491496E5;3;MUL;Bayan Khundii;MAIN;42|44|45
49A5620F;1;SHV;Surluga;MAIN;66
49A5620F;2;EXT;Surluga;MAIN;66|70
49A5620F;3;QCC;Surluga;MAIN;70
49A5620F;4;QSF;Surluga;MAIN;70
4A0070E3;1;SHV;Seabee;MAIN;28
4A5902D2;1;AUR;Ndablama;MAIN;24
4A5E0712;1;QSF;Ana Paula;MAIN;87
4A5E0712;2;QCC;Ana Paula;MAIN;88
4A5E0712;3;QAD;Ana Paula;MAIN;90|91
4A5E0712;4;SHV;Ana Paula;MAIN;81|82|88
4AA854DA;1;AUR;Tabakoto;MAIN;53|54
4ADA2DD3;1;QCC;DAC Deposit;MAIN;62
4ADA2DD3;2;QSF;DAC Deposit;MAIN;62
4ADB686A;1;QTU;Main Zone;MAIN;22|25|27
4ADC15B3;1;QCC;Sam Otto;MAIN;59
4B2AC66A;1;AUR;João Neves;MAIN;19|25|26
4B442F77;1;SHV;Croinor;MAIN;72
4B442F77;2;EXT;Croinor;MAIN;72
4BD59709;1;QCC;Leahy Property;MAIN;34
4BB2238D;1;QCC;Taurus;MAIN;57
4BB2238D;2;SHV;Taurus;MAIN;56|57
4BB2238D;3;EXT;Taurus;MAIN;56|57
4B551F33;1;QSF;Tiba;MAIN;45
4B551F33;2;AUR;Tiba;MAIN;46
4BAAA14A;1;MUL;Boin Zone;MAIN;41
4C02412F;1;QCC;Gladiator Gold Deposit;MAIN;61|62|83
4C02412F;2;QSF;Gladiator Gold Deposit;MAIN;63
4C9F1D58;1;AUR;New Liberty;MAIN;40
4C03F531;1;QCC;Chirano;MAIN;47|49|50
4D300284;1;QSF;Guiro;MAIN;31|32
4D371C61;1;QCC;Buckreef;MAIN;52
4D37D7F2;1;AUR;Canadian Malartic deposit;MAIN;37
4D37D7F2;2;QFV;Canadian Malartic deposit;MAIN;37
4E33B29F;1;AUR;A1 Zone;MAIN;24
4DA69315;1;QSF;Tocantinzinho;MAIN;34|36|39
4DE69D51;1;QCC;Lacoma;MAIN;34
4E90FB64;1;QCC;Pine Tree-Josephine;MAIN;38|39
4EDAE032;1;QSF;Tamakay;MAIN;33
4EDAE032;2;SHV;Tamakay;MAIN;33
4EDAE032;3;EXT;Tamakay;MAIN;33
4F2F493A;1;QSF;Buracão;MAIN;31|33
4F6C8837;1;QSF;Ndablama;MAIN;27|41
4FBFD962;1;QSF;Fazenda Brasileiro Mine;MAIN;47
4F8EA52E;1;EXT;Cariboo Gold Project;MAIN;80|88
4F8EA52E;2;SHV;Cariboo Gold Project;MAIN;80
4F8EA52E;3;FLT;Cariboo Gold Project;MAIN;80|89
4F8EA52E;4;QCC;Cariboo Gold Project;MAIN;81|88
4FA5858E;1;QCC;Selinsing;MAIN;38
4FC0C955;1;SHV;C1;MAIN;73
4FC0C955;2;FLT;C1;MAIN;73
4FC0C955;3;MUL;C1;MAIN;73
4FC0C955;4;QCC;C1;MAIN;73|78
4FC0C955;5;QSF;C1;MAIN;73|78
4FDA705C;1;QCC;Increible 6;MAIN;18|21
4FF8E18B;1;QSF;Hosco;MAIN;81|83|84|85
4FF0260A;1;QSF;Paredones Amarillos;MAIN;44
50BB75A6;1;SHV;Sunace;MAIN;54|57
50BB75A6;2;MUL;Sunace;MAIN;57
50BB75A6;3;EXT;Sunace;MAIN;55
50C75552;1;QSF;Segilola;MAIN;47|48|61|66
50C75552;2;QCC;Segilola;MAIN;48|61|65
50F7D718;1;QCC;SREP;MAIN;44
50E3E689;1;QSF;Three Bluffs;MAIN;59
510C8A7F;1;QCC;Stadacona-Est;MAIN;19
5134DB4C;1;QSF;Marathon;MAIN;83|84
5146BBA0;1;QSF;Youga Gold Deposits;MAIN;33|34
51886858;1;QCC;Assafou;MAIN;127
51886858;2;EXT;Assafou;MAIN;127
51BFB0C5;1;QSF;Croinor deposit;MAIN;22
51BFB0C5;2;EXT;Croinor deposit;MAIN;23
51BE8C2A;1;QSF;Brewery Creek;MAIN;66|69|70
51BE8C2A;2;QCC;Brewery Creek;MAIN;69
51EC133C;1;QSF;Malikoundi;MAIN;52|53|55
520E75E1;1;QCC;Magino Mine;MAIN;76|77
520226E2;1;QCC;Lamaque Mine;MAIN;46|68
520226E2;2;SHV;Lamaque Mine;MAIN;51
520226E2;3;EXT;Lamaque Mine;MAIN;51|52
52337385;1;QCC;Duquesne Mine;MAIN;49
52337385;2;MUL;Duquesne Mine;MAIN;49
52AE5621;1;QCC;Marban;MAIN;55
527BDF27;1;QCC;Kao;MAIN;52
527BDF27;2;MUL;Kao;MAIN;52
52B6DA76;1;AUR;Awak Mas;MAIN;45
52FE227C;1;QSF;Butarni;MAIN;15|18|19
5318FA58;1;QSF;Flood Zone;MAIN;36
53316880;1;AUR;Dormaa;MAIN;32
534C99A3;1;QSF;Agbaou;MAIN;31|33
53CBD8B4;1;SHV;Macraes;MAIN;59
53CBD8B4;2;QSF;Macraes;MAIN;59
53EEA937;1;QSF;Fazenda Brasileiro;MAIN;50
5349073B;1;QSF;Kiniero Deposits;MAIN;89
5349073B;2;QCC;Kiniero Deposits;MAIN;93
5349073B;3;SHV;Kiniero Deposits;MAIN;102
53F73656;1;QSF;Touquoy;MAIN;90|95
5435D022;1;QSF;Twangiza Main;MAIN;46|47
54BFD40A;1;QSF;La Golondrina;MAIN;38|39
54BFD40A;2;QCC;La Golondrina;MAIN;33
5578E4A8;1;QSF;Rowan Vein System;MAIN;31
552EE81D;1;QAD;Gameta;MAIN;27
552EE81D;2;QSF;Gameta;MAIN;27
552EE81D;3;QCC;Gameta;MAIN;27
552EE81D;4;QSF;La Veta Vera;MAIN;38
55784CBD;1;QCC;Kimoukro;MAIN;66|68|70|73|125
55784CBD;2;EXT;Kimoukro;MAIN;68
55784CBD;3;SHV;Kimoukro;MAIN;68
558671B0;1;QCC;Marban;MAIN;95|102
55A531DD;1;QSF;Portageur;MAIN;12|16
55A985E0;1;QCC;Durba;MAIN;64
55F3C33D;1;QCC;Jethro Structure gold resource;MAIN;14
563EE2C4;1;SHV;Frasergold Zone;MAIN;29
563EE2C4;2;FLT;Frasergold Zone;MAIN;29|30
563EE2C4;3;EXT;Frasergold Zone;MAIN;30
563EE2C4;4;QCC;Frasergold Zone;MAIN;29
563EE2C4;5;QSF;Frasergold Zone;MAIN;29
563684EA;1;QSF;Amisk gold deposit;MAIN;47|49
56DD90DC;1;AUR;Venice Mine;MAIN;21|22|23
56780E26;1;AUR;Turmalina deposit;MAIN;51|52
5656D941;1;QCC;Central Ashanti Gold Project;MAIN;45
5656D941;2;QSF;Central Ashanti Gold Project;MAIN;45
5656D941;3;MUL;Central Ashanti Gold Project;MAIN;45
56E89552;1;QCC;Yaouré;MAIN;65
56E89552;2;QTU;Yaouré;MAIN;66|75
573048C7;1;QSF;Blanket Mine;MAIN;55|59
573048C7;2;QCC;Blanket Mine;MAIN;58
57430F77;1;QSF;Haile;MAIN;30|32
5794CE78;1;AUR;Samira Hill Mine;MAIN;35
57B797C1;1;QCC;Lone Star;MAIN;59
57B797C1;2;EXT;Lone Star;MAIN;55|56
576924E6;1;QSF;Obuasi;MAIN;38
576924E6;2;QCC;Obuasi;MAIN;38|40
58447449;1;QCC;KCD;MAIN;79|81
5860A5DD;1;QCC;Dorozhni;MAIN;16|19
59065AC5;1;QCC;Discovery;MAIN;41
5916094D;1;QCC;Hicks Prospect;MAIN;71
592F1DFA;1;QSF;Turmalina Mine;MAIN;47|49
596BC2FF;1;QSF;Raven;MAIN;42|45
596BC2FF;2;QCC;Raven;MAIN;42|45
596BC2FF;3;SKV;Raven;MAIN;45
596BC2FF;4;MGV;Raven;MAIN;45
