pdf_hash;deposit_id;tectonic_setting;pathfinder_elements;deposit_type;target_name;target_role;evidence_pages
1F1DC537;1;TRFT;AS|SB|MO|W|CR|HG|TL;EPTL;Relief Canyon;MAIN;59|60|62|64|68
1F458B48;1;TORO;AS;ORO;Kalana;MAIN;109|130|131|132|135|136|137
1F56ABDF;1;TRFT;BA;CAR|EPTL;Pan Project;MAIN;43|49|50|53
1F6D12E8;1;TGGT;N/A;ORO;Majorodam;MAIN;24|25|32
1F630381;1;TORO;N/A;ORO;Golden Harker;MAIN;32|42|44|45|46
1FC92E68;1;TTRN;HG|AS|SB|TL|AG;EPTL;South Bullfrog Property;MAIN;51|62|64|73|80
2010BE16;1;TGGT;N/A;ORO;Triangle;MAIN;72|86
202807F1;1;TORO;N/A;ORO;Kouroussa;MAIN;30|35|36
1FFDF094;1;TGGT;N/A;ORO;Trident;MAIN;43|45|49
20D3D36E;1;TORO;N/A;ORO;Goldboro;MAIN;30|31|44
20F6CE4D;1;TORO;AS|AG|PB|ZN|CU|SB|K|LI|BI|W|TE|B|CD|HG;ORO;Providence Mine;MAIN;34|41|43
213027CF;1;TGGT;N/A;ORO;Aurora Gold Project;MAIN;56|67
20E2443B;1;TARC;N/A;ORO;Lamaque;MAIN;42|43|73|75
2187A358;1;TRFT;AS|SB|HG;ORO;Reward Zone;MAIN;50|58|62
217876A7;1;TORO;W|BI|TE;ORO|SKN|PRY;Björkdal;MAIN;55|62|65
219157FE;1;TARC;CU|V|ZN;PRY|EPTH;Bom Jardim;MAIN;12|14|15|25|26|27
21F50592;1;TORO;AS|SB|AG|MO|BI|CU|PB|SN|W|ZN;ORO;Maud Creek deposit;MAIN;49|50|57|67|69|81
21EC804B;1;TARC;N/A;ORO;Paredones;MAIN;39|43
21ACC570;1;TORO;AS;IRG;Boroo;MAIN;52|58|63
221226CF;1;TGGT;N/A;ORO;Satinoco;MAIN;16|17|19|20
2235BE82;1;TGGT;N/A;ORO;Black Fox;MAIN;50|61
2247EB88;1;TGGT;N/A;ORO;Blanket Mine;MAIN;43|44|49
2298CBFE;1;TGGT;N/A;ORO|IRG|BXH;Beattie-Donchester;MAIN;17|24
229E58E2;1;TGGT;AS;ORO;Alexander Property;MAIN;23|24|27|30|31|37
233AFC1B;1;TORO;W|BI|TE;ORO|SKN;Björkdal;MAIN;51|62|71
2340AEB1;1;TORO;N/A;PRY;Eldorado;MAIN;23|27|28
2342F79C;1;TGGT;N/A;ORO;South Mine Complex;MAIN;21|25|26
22DBA216;1;TGGT;N/A;ORO;Tower Gold Project;MAIN;98|114|115
23472CCD;1;TGGT;AS;ORO;São Sebastião;MAIN;30|41|42
2394D734;1;TORO;N/A;ORO;Kone;MAIN;40|61
236B651A;1;TGGT;N/A;ORO;Bilboes;MAIN;54|57|60
235457EF;1;TORO;AS|CU|BI;ORO;Los Planes and Las Colinas;MAIN;23|25|26
23FBC1A2;1;TGGT;N/A;N/A;Discovery;MAIN;24
239DB373;1;TGGT;N/A;ORO;Merian II;MAIN;53|66
24B9A082;1;TGGT;N/A;ORO;Mankarga;MAIN;71|72|76
2564F44A;1;TARC;N/A;VMS|ORO;Lofflin;MAIN;26|30|31
24BD37C9;1;TGGT;AS|SB|TL;ORO;Sam Otto;MAIN;56|63|64|67|87|88
25CA4953;1;TORO;N/A;ORO;Corner Lake Gold Deposit;MAIN;18|23|24|25
25B1C7D2;1;TGGT;N/A;ORO;Beattie-Donchester;MAIN;18|25
2624ABED;1;TGGT;N/A;ORO;SREP deposits;MAIN;20|22
25F92493;1;TGGT;N/A;ORO;Lafigué;MAIN;193|202
26305346;1;TORO;AS|SB|HG|TL|TE|AG;CAR;Black Pine;MAIN;33|46|52
2640ABDA;1;TORO;N/A;ORO;Bralorne-Pioneer;MAIN;53|63
26519CE6;1;TGGT;N/A;ORO;Midway Project;MAIN;43|45
265A3824;1;TGGT;N/A;ORO;M Zone;MAIN;27|37|38
266494E0;1;TGGT;K|AS|FE|MN|TI;ORO;Obotan;MAIN;31|36|38
26906D0E;1;TORO;N/A;ORO;Lunch Pond South Extension;MAIN;25|40|43
26EE263C;1;TORO;AS;ORO;Touquoy West;MAIN;65|85|104|112
275CD4A0;1;TRFT;MO|HG|AG|SB|CU|PB|AS;LAT;Cecil R;MAIN;30|33|39|40|41|42|46
27014924;1;TRFT;AG|AS|SB|HG;CAR;Helen Zone;MAIN;40|49|51|52
275840FC;1;TBAC;N/A;ORO;C1;MAIN;65|76|80
2785C445;1;TORO;N/A;ORO;Beaver Dam deposit;MAIN;29|35
27651010;1;TGGT;AS|BI|W;ORO;Bell Creek;MAIN;40|51|55
278FF823;1;TGGT;N/A;ORO;Detour Lake;MAIN;88|116
279D99F2;1;TGGT;N/A;IRG;Hislop Deposit;MAIN;36|46
27E5F10F;1;TGGT;N/A;ORO;Marriott Gold Zone;MAIN;16|23
27B398CE;1;TGGT;N/A;ORO;True North;MAIN;48|60|62
27A3E693;1;TRFT;AS|SB|HG|FE|S|CU|ZN|PB;EPG|BXH;Cristina;MAIN;49|51|56|60|67|73
27CA4DDC;1;TGGT;N/A;IRG;Young-Davidson;MAIN;58|67
281A8967;1;TGGT;N/A;PLC;Karratha Project;MAIN;30|39
2814182A;1;TGGT;N/A;BXH|VMS;Zone 1B;MAIN;20|22|28
282061E6;1;TORO;AS;ORO;PL Deposit;MAIN;79|85|89
283C2E94;1;TRFT;AS|SB|HG|BA|ZN|W;CAR;Easy Junior;MAIN;27|31|32
282D08DE;1;TGGT;AS;ORO;O'Brien Project;MAIN;51|60|61
2853C4DA;1;TORO;AS|SB|HG|TL|BA;CAR;Uluktau;MAIN;64|65|69|78|79|89
2870D6A5;1;TGGT;N/A;ORO;Wasamac;MAIN;16|18
28865668;1;TGGT;AS|W|AG;ORO;New Alger Mine;MAIN;11|13|14
285E1E79;1;TGGT;N/A;ORO;F2 Gold System;MAIN;29|30|37|38
28CD2641;1;TARC;N/A;EPTH;Julian Property;MAIN;16|19|26
28D0ECAF;1;TGGT;N/A;ORO;Granada;MAIN;46|60
28E283FF;1;TGGT;N/A;ORO|EPTL;Grey Fox;MAIN;34|35|51|54
28EAFB9C;1;TORO;FE;ORO;Cape Spencer;MAIN;55|61|64|69
293AB836;1;TORO;N/A;ORO;New Amalga deposit;MAIN;41
28F0A9C8;1;TCRA;AS|BA|ZN|V|K|CU|LI;IRG|EPTL|BXH|PRY;North Stock;MAIN;33|34|49|50|53|54|57|58
28F91901;1;TGGT;N/A;ORO;Bombore Gold Project;MAIN;82|103
294CBDBB;1;TGGT;N/A;ORO;Cipoeiro;MAIN;27|33|34
29C641EC;1;TORO;N/A;PLC;HMC Placer Claims;MAIN;18|19|26
2A1026DE;1;TRFT;HG;EPTL;Main Zone;MAIN;22|28|29|31
2A176A30;1;TGGT;PB|ZN|AS;ORO;Sugar Zone;MAIN;12|14|15
29E2F3C6;1;TGGT;N/A;ORO;BGP gold deposit;MAIN;34|36|45
2A1EC49A;1;TGGT;N/A;ORO;Francoeur Deposit;MAIN;17|19
2A2FB122;1;TGGT;N/A;ORO;Wona-Kona;MAIN;25|26
2A228DAA;1;TGGT;N/A;ORO;Oko West;MAIN;49|70
2A62A33F;1;TGGT;N/A;ORO;Kiniero;MAIN;78|100
2A8F8F9C;1;TGGT;N/A;ORO;Monique;MAIN;52|61|77
2A763673;1;TORO;N/A;ORO;Magdala;MAIN;50|65
2A90BFB0;1;TORO;N/A;ORO;Kittila deposit;MAIN;39|41|43
2AC29752;1;TCRA;U;PLC;Castelo de Sonhos;MAIN;39|40|47
2A9895A6;1;TORO;AS|FE|PB|ZN|AG|HG|SB|BA|S;ORO;Beartrack;MAIN;44|50|51|59
2AC512B5;1;TORO;N/A;ORO;Sao Vicente;MAIN;18|22
2AADF6FE;1;TGGT;N/A;ORO;Upper Antino;MAIN;55|57|61|62
2BC67572;1;TORO;TE|AS|CU;IRG;Bear Mountain;MAIN;32|36|39|40|41|45
2B92CA7E;1;TARC;N/A;ORO;Huronian Zone;MAIN;57|70
2B95FE2E;1;TGGT;N/A;EPTI;Chevrier;MAIN;31|34|35
2BB40988;1;TGGT;N/A;ORO;Nicholas Main Zone;MAIN;13|23
2C16173B;1;TGGT;N/A;ORO;Antenna;MAIN;68|83
2C2FE588;1;TGGT;N/A;ORO|IRG|VMS;Gladiator;MAIN;42|58
2BF34292;1;TGGT;N/A;ORO;Granada;MAIN;27|35
2C17B3D5;1;TORO;AG;ORO;Uzboy;MAIN;25|29|32
2C73DB73;1;TGGT;N/A;ORO;55 Zone;MAIN;44|51
2C44109C;1;TORO;N/A;ORO;La Escarcha;MAIN;32|34|37|40|46
2C63C9AC;1;TARC;AG|AS|SB|MO|TE;N/A;Haile;MAIN;40|47
2C765245;1;TORO;N/A;EPTH;Trixie;MAIN;76|83|84|88|90|92|101|144|145
2C7D7C7E;1;TGGT;N/A;ORO;55 Zone;MAIN;43|51
2C85BF9F;1;TGGT;N/A;ORO;Sewum;MAIN;36|37|48
2CB5A3A2;1;TRFT;N/A;EPTL;Gold Road Mine;MAIN;30|39
2CCA1630;1;TARC;N/A;PRY|BXH;Oro Brillante;MAIN;39|40|44|47
2CC1CE54;1;TGGT;N/A;ORO;Chimo Mine;MAIN;77|89|93|97|98
2CCC9CD5;1;TGGT;N/A;ORO;New Beliveau;MAIN;54|71|72
2D1F88BB;1;TARC;N/A;ORO;Cajueiro;MAIN;55|66
2D6E23C2;1;TORO;N/A;ORO;San Francisco;MAIN;54|60
2D45BA4D;1;TORO;N/A;EPTL;Golden Saddle;MAIN;40|50
2D8C98CC;1;TGGT;N/A;ORO;Dorothy Main Zone;MAIN;36|45|57
2DCCA471;1;TGGT;N/A;ORO;Madsen Deposit;MAIN;78|79|109
2DE403FE;1;TORO;N/A;ORO;Nyanzaga;MAIN;91|92
2DD158F8;1;TORO;N/A;N/A;Box-Athona;MAIN;65|67|72|73
2E48F352;1;TGGT;AS|CU|ZN|SB;ORO;Tau;MAIN;34|37|43|46|50
2ED1333E;1;TGGT;N/A;ORO;True North;MAIN;59|71|73
2F27DD2C;1;TORO;N/A;ORO;Cosmo Mine;MAIN;98|159|164
2FC7E142;1;TORO;AS;ORO;Massawa;MAIN;105|109|125
2FD5202A;1;TRFT;N/A;EPTL;Grassy Mountain;MAIN;37|41
2FDA8907;1;TGGT;N/A;ORO;Mishi Main zone;MAIN;32|35|41
2FE561F3;1;TORO;N/A;ORO;Callie;MAIN;51|74
300BD65E;1;TORO;PB|AS;ORO;Dufferin;MAIN;58|63|64|66|73
3055A584;1;TORO;CO|BI|SE|AG|U|W;N/A;Fortnum Wedge;MAIN;56|59|67
306C6FD3;1;TRFT;N/A;EPTL;Florida Canyon Mine;MAIN;41|46
30764FDD;1;TGGT;N/A;ORO;True North;MAIN;64|75
307C60FF;1;TGGT;N/A;ORO;Munro Project;MAIN;29|39|40
308915A6;1;TGGT;N/A;ORO|IRG|BXH;Fayolle;MAIN;32|39|43|45|46
3091DA28;1;TORO;AS;ORO;Corcoesto;MAIN;38|48|50|52
30C5FD5F;1;TGGT;AS;ORO;Southern Cross North Project;MAIN;33|38|39
30C14E1F;1;TGGT;N/A;ORO;Buckreef;MAIN;22|23|26
30D25F2D;1;TORO;SB|CO|W;ORO;Lero-Karta;MAIN;29|37|38
30E2DB35;1;TORO;BI|AG|AS;IRG;Florin;MAIN;28|34|37
30EFD2F3;1;TGGT;N/A;ORO;Kobada;MAIN;91|94
3181F270;1;TCRA;BI|TE|W;IRG|PRY;Bjorkdal;MAIN;29|31
315147D9;1;TGGT;N/A;ORO;Triangle Zone;MAIN;90|117|119
314BDAAB;1;TORO;N/A;ORO;Goldboro Deposit;MAIN;13|14|44|45|59
311C247E;1;TGGT;AS|BA;ORO;Greenstone Mine;MAIN;67|73|94|95
318D10F5;1;TGGT;N/A;ORO;Chimo Mine Deposit;MAIN;99|114|118
320E96A4;1;TORO;N/A;ORO;Fawakhir;MAIN;36|38|39
3221B416;1;TGGT;AS;ORO;EMZ;MAIN;41|42|43|48
31A667DE;1;TORO;PB|ZN|AG|AS|FE|HG|SB|BA|S;ORO;Beartrack;MAIN;40|43|45|46|55
32709FC1;1;TGGT;N/A;N/A;Affleurement KB-029;MAIN;5
32698830;1;TGGT;AS|SB;ORO;Three Bluffs;MAIN;34|42|45
322585EE;1;TORO;N/A;EPG;Wharf Operation;MAIN;50|72|73
32425CED;1;TGGT;N/A;ORO;Nordeau West;MAIN;38|49|54|91
329566C5;1;TORO;N/A;ORO;Yellowjacket Gold Zone;MAIN;26|39|41
32DA3B1C;1;TGGT;N/A;N/A;Maligreen;MAIN;37|38|39|42|54
337B5C66;1;TRFT;N/A;EPTL;Florida Canyon;MAIN;28|34
32EB9E26;1;TORO;N/A;ORO;Thor Deposit;MAIN;66|78
339AF256;1;TTRN;N/A;EPTL;Tonopah;MAIN;33|35|48
340A0A9C;1;TORO;N/A;ORO;Main Zone (South Wood Lake Zone);MAIN;13|15|18
33C33FF7;1;TGGT;N/A;ORO;Saramacca;MAIN;57|68
34119D76;1;TGGT;AS|S|AG|TE;ORO;West Branch;MAIN;36|38|58|59
3473A14D;1;TARC;N/A;ORO;Pine Cove;MAIN;54|85|88
346313EF;1;TGGT;AS|SB;ORO;F2 Gold System;MAIN;41|42|44|49|50
347302C7;1;TARC;N/A;ORO;Lamaque Mine;MAIN;42|43|73|75
34D00683;1;TGGT;N/A;ORO;Piment Zone;MAIN;30|31|34
34A885E5;1;TGGT;N/A;ORO;Croinor;MAIN;238|247|253
353CDC8B;1;TGGT;N/A;ORO;Granada;MAIN;45|59
34F19419;1;TGGT;N/A;ORO;Discovery Zone;MAIN;85|102
354F4AB3;1;TGGT;N/A;VMS;Ouest Balan;MAIN;25|40
355174D9;1;TORO;AS|SB|HG;ORO|IRG;Fondaway Canyon;MAIN;54
359BBE7E;1;TGGT;AG|PB;IRG;Swanson deposit;MAIN;64|77|81|93
35C5507F;1;TGGT;N/A;ORO;Apensu;MAIN;64|80
35CA7341;1;TORO;AS|SB|BI|CU|FE|SN|MO;ORO;Otter Creek / Godkin Pit;MAIN;16|27|29|40
35CA8622;1;TORO;N/A;ORO;Lincoln-Comet;MAIN;25
35D1D06F;1;TGGT;N/A;ORO;Detour Lake Mine;MAIN;52|66
35DF18D6;1;TORO;N/A;ORO;Piaba;MAIN;49|52|54|83
35F4BD47;1;TGGT;N/A;ORO;Bomboré;MAIN;33|43
361A4CFA;1;TARC;AS;EPTL|IRG;Gold Ridge;MAIN;19|21|22
36984740;1;TGGT;AS|SB;ORO;Turmalina;MAIN;42|44|49|50
36963686;1;TARC;N/A;ORO;Triangle Zone;MAIN;48|57|60
3670F402;1;TGGT;N/A;ORO;Namdini;MAIN;56|63
36F4D111;1;TGGT;CU|MO;ORO;Posse;MAIN;32|33|35
36A9E451;1;TGGT;N/A;ORO;Wona-Kona;MAIN;48|49|57
36AF8027;1;TORO;N/A;ORO;Tamarack;MAIN;9|10
36A0B51D;1;TORO;AS|CU|CO|AG;ORO;Magambazi;MAIN;43|44|51|56|58|60|62
3708266F;1;TORO;N/A;ORO;Wenot;MAIN;54|84
3746E4F1;1;TORO;AS;ORO;Big Pit;MAIN;19|21|22|26|28|34|37
3748A596;1;TORO;B|W|AS|SB|SE|TE|BI|MO|CU|PB|ZN;ORO;Malikoundi/Boto 2;MAIN;53|63|67
377E3A04;1;TORO;N/A;ORO;Black Fox Mine;MAIN;140|141|142
37D3B9CE;1;TGGT;N/A;ORO|PRY;Canadian Malartic deposit;MAIN;51|55|57
3793CDFC;1;TRFT;N/A;EPTL;Fire Creek;MAIN;14|17
381F5C02;1;TGGT;N/A;ORO;Central Manitoba Zone;MAIN;20|25|30|31
37E2AA01;1;TGGT;N/A;ORO;La Martinière;MAIN;32|44
385AC5EA;1;TORO;N/A;ORO;Mankarga 5;MAIN;41|45
38805D4D;1;TORO;N/A;ORO;Quinn Lake;MAIN;13|14|15|17
385C01BC;1;TORO;N/A;PLC;Alaska-Juneau tailings deposit;MAIN;41|43|44|46
3875829E;1;TORO;AG|AS|SB|HG|TL|BA|W|SE;CAR;Gold Pick;MAIN;64|70|71
38A85FAF;1;TORO;BI|AS|TE|W;IRG;Eagle Zone;MAIN;45|49|51|52
38B9C7D6;1;TGGT;N/A;ORO;Rory's Knoll;MAIN;60|71
38BF4231;1;TGGT;N/A;N/A;Discovery;MAIN;24
38D95CC8;1;TORO;N/A;ORO;Magambazi;MAIN;20|28|29
39CB6561;1;TORO;N/A;ORO;Kenogami Lake Project;MAIN;25|31
38E7868C;1;TGGT;N/A;ORO;Bombore;MAIN;63|66|84
39E79654;1;TGGT;CU|MO|AG|TE;PRY|BXH|IRG;Côté Gold;MAIN;74|86|97
39FFEDD8;1;TORO;N/A;ORO;Carolin Mine;MAIN;36|39|41
3A3F8692;1;TORO;W|S|AG|AS;ORO;CAS (Central, Avan and Skiråsen);MAIN;45|54|55|58
3A6340B3;1;TRFT;AG|PB|ZN|TE;IRG|BXH|EPTL;RHN Property;MAIN;33|35|37|38
3AAEF04C;1;TORO;N/A;ORO|BXH;Zone 1B;MAIN;18|19|23|25|26
3B3D85B1;1;TGGT;AS;ORO;São Sebastião;MAIN;24|27|30
3B581E7D;1;TGGT;N/A;ORO;Nampala;MAIN;53|55|84
3B99FAA6;1;TGGT;N/A;ORO;Wenot;MAIN;82|85|112
3BB02B86;1;TORO;N/A;ORO;Spanish Mountain;MAIN;19|20|27|28
3BAA85BA;1;TORO;N/A;ORO;Cariboo Gold Project;MAIN;62|71|80
3BC14498;1;TGGT;N/A;ORO;Nkran;MAIN;70|76|80|84|85|92
3C0CD8A7;1;TGGT;N/A;ORO;Wona-Kona;MAIN;28|30
3C255A9C;1;TARC;N/A;ORO;Spanish Mountain;MAIN;19|20|28
3C3CEF6E;1;TORO;N/A;ORO;Ronguen gold deposit;MAIN;28|31|34
3C68B17F;1;TARC;K|BA;VMS;Montagne d'Or;MAIN;53|56|60|63
3CAF48B5;1;TORO;N/A;ORO;Seabee;MAIN;25|28
3CA02F87;1;TARC;AG|MO|AS|TE;N/A;Haile;MAIN;19|26
3CB96C60;1;TRFT;N/A;EPTL;Gameta;MAIN;26|33
3CF02A62;1;TARC;N/A;PRY|BXH;Sorowar;MAIN;40|41|43|44|55
3CD72230;1;TRFT;SB|AS|HG;CAR;Pinson;MAIN;50|60|62
3CB4917F;1;TGGT;N/A;ORO;Tower Gold Project;MAIN;135|160
3CF19190;1;TGGT;N/A;ORO;Pitt Gold;MAIN;42|47
3D3CB8E4;1;TGGT;N/A;ORO;Satinoco;MAIN;14|17|18
3D1189B3;1;TGGT;AS|BI|W;ORO;Bell Creek;MAIN;41|51|56
3D49ABF8;1;TORO;TE;ORO;Marathon Deposit;MAIN;92|93|100|114
3D6CB99C;1;TARC;N/A;ORO;Valentine Gold Camp;MAIN;43|44|51
3D76F7D4;1;TORO;N/A;ORO|IRG;Tovshir;MAIN;47|48|54
3D920261;1;TGGT;N/A;N/A;Noseno;MAIN;24|31
3DA469E7;1;TORO;N/A;ORO;Quinn Lake Property;MAIN;15|20
3DA4178D;1;TRFT;N/A;EPTL;Gameta;MAIN;26|33
3D7B3B36;1;TORO;CU|BI|AS|TE|W|MO|SB|AG|PB|ZN|B|SN;IRG|SKN|BXH;Nasedkino;MAIN;33|39|40|41|51
3DF03E1F;1;TORO;N/A;ORO;Amizmiz;MAIN;4|7
3E5657A2;1;TORO;AS;ORO;Kao;MAIN;67|68|72|76
3E712733;1;TRFT;CU|F|MN;DFR;Bullard Pass;MAIN;11|14|16
3E783295;1;TGGT;AS;ORO;O'Brien Project;MAIN;57|59|66|67
3E8E4AE5;1;TORO;AS;ORO;Mooseland;MAIN;39|41|46|44|45
3EC0CCD3;1;TARC;N/A;ORO;47 PMLs;MAIN;54|55|56|57
3EC7D618;1;N/A;N/A;MIX;Imperial gold deposit;MAIN;12|45|49
3EB0D4FB;1;TARC;N/A;ORO;Lamaque Mine;MAIN;36|37|65|66
3F0B38F9;1;TORO;AS;ORO;Kao;MAIN;67|68|72|76
3F28C976;1;TORO;N/A;ORO;Buffalo Reef;MAIN;16|19
3F6FCE20;1;N/A;N/A;N/A;Namoya;MAIN;22|23|24
3F2D988D;1;TGGT;N/A;ORO;Goingoindougou;MAIN;30|33|38
3F2EBD38;1;TGGT;N/A;ORO;Eleonore;MAIN;40|43|58|68
3F82F406;1;TORO;N/A;ORO;La Cruz;MAIN;15|17|20
3F91D044;1;TARC;AS|SB|HG|AG|W;IRG|EPTL;ACMA-Lewis;MAIN;73|76|87
3FAEB13F;1;TGGT;N/A;N/A;Garrcon Deposit;MAIN;42|47|49|52
3FC03D4C;1;TRFT;N/A;EPTL|DFR;Cyclopic;MAIN;81|82|88|90|91
3FBC5CEF;1;TGGT;N/A;PRY;Swanson;MAIN;107|118|125
403E39A4;1;TGGT;N/A;ORO;Surluga Deposit;MAIN;99|100|109|125
403EAB29;1;TGGT;AS|SB|W;ORO;Golden Valley;MAIN;20|24|35
407CA08D;1;TORO;W|SB|AS;EPTL;Hangar Flats Deposit;MAIN;23|29
406E54D8;1;TRFT;HG|AS|SB;CAR;Pinson;MAIN;49|59|64
4080CBE2;1;TGGT;CU|AS|TE|PB|ZN|MO|W|SB;IRG;Douay;MAIN;51|58|62
408EE15F;1;TGGT;N/A;N/A;Sleepy Zone;MAIN;25|28
4112CF24;1;TGGT;N/A;ORO;Parallel Vein Zone;MAIN;20|25
4124125B;1;TBAC;N/A;ORO;Buziba Busolwa;MAIN;38|39|40|41
4170107C;1;TRFT;AS|SB|HG;CAR;Spruce Hills;MAIN;14|16|26
413F247E;1;TGGT;N/A;ORO;Gourbassi West;MAIN;76|77|83|100
41BCA767;1;TGGT;N/A;ORO;Duquesne-Ottoman;MAIN;29|36
414E89A7;1;TORO;N/A;ORO;Pine Cove Mine;MAIN;51|53|56|76
41F2C053;1;TORO;K;ORO;Glenburgh;MAIN;29|36
4230CEAC;1;TRFT;N/A;CAR;Afgan;MAIN;25|31
4268C1D1;1;TUNK;N/A;N/A;Golden Gift 6;MAIN;31|35|43
42875527;1;TORO;AS|CU;ORO;Twin Hills;MAIN;46|53|56|57
4289B025;1;TPAB;AS|SB|HG;EPTL;ACMA-Lewis;MAIN;85|98|101
42C56158;1;TORO;AS|PB;ORO;San Francisco deposit;MAIN;73|80|83
42C8CCFD;1;TARC;N/A;PRY;CMD Gold Mine;MAIN;47|49|50
42D01EF0;1;TGGT;AS|SB;ORO;F2 Zone;MAIN;28|37|38|40
438D7AD7;1;TORO;N/A;ORO;Twangiza Main;MAIN;29|32
433F4FB3;1;TUNK;BI;SKN;Butte Highlands;MAIN;49|51
39B14617;1;TORO;AS|PB;ORO;Kearney and Joshua vein systems;MAIN;45|46|49|50|52|55|59
44671CF4;1;TGGT;N/A;ORO;West Zone;MAIN;28|35
44464205;1;TGGT;AS;ORO;New Liberty;MAIN;49|50|52|64|69
44645AE1;1;TGGT;N/A;ORO;F2;MAIN;39|42|48
44734636;1;N/A;N/A;N/A;Big Hurrah;MAIN;29|30
449D2B76;1;TGGT;N/A;ORO|IRG;Duquesne West;MAIN;60|61|65|66|67|69
44B07C36;1;TGGT;N/A;ORO;A8 3200 vein system;MAIN;34|42|43
44B84233;1;TORO;N/A;ORO;Wenot;MAIN;75|87|107
45A25C9E;1;TGGT;N/A;ORO;Peninsula;MAIN;26|37
45D5398B;1;TGGT;N/A;ORO;Lac Pelletier Gold Zones;MAIN;24|26
461BC7FE;1;TRFT;N/A;EPTL;TR-UE Vein System;MAIN;54|71|72
4658EFA7;1;TGGT;N/A;ORO;Goldlund Deposit;MAIN;44|47|52
4659B4DE;1;TGGT;N/A;ORO;Galaxy Orebody;MAIN;69|75
465DA569;1;TGGT;N/A;ORO;Goulagou;MAIN;11|12
462243E7;1;TGGT;AS|W|B|MO;ORO;Sigma-Lamaque;MAIN;93|122
46829863;1;TORO;N/A;ORO;Kabaya;MAIN;41
467154B4;1;TGGT;N/A;IRG|BXH|ORO;Fayolle deposit;MAIN;27|33|37|38|39
46AA2282;1;TORO;N/A;ORO;Kobada;MAIN;17|20|25|26|27
46E15A6C;1;TGGT;N/A;ORO;Central Zone;MAIN;22|26|27|28|29
472E4DAE;1;TORO;N/A;N/A;Napoleon;MAIN;37|42|45|47
4803D5C0;1;TORO;AS|SB|HG;EPTL;ACMA-Lewis;MAIN;47|48|58|59
486DB1EF;1;TORO;N/A;ORO|EPG;Penman Vein;MAIN;16|18
486A1A8B;1;TBAC;AS|SB;IRG;Money Knob;MAIN;16|19
48727141;1;TORO;AG|AS|SB|HG|W;EPTL|IRG;West End Deposit;MAIN;25|30|34
489D2664;1;TGGT;N/A;ORO;Dreadnought;MAIN;14|17
48765079;1;TORO;AS|HG|SB|TL;CAR;Savkino;MAIN;25|26|28
489DD9BE;1;TGGT;N/A;ORO;Tiriganiaq;MAIN;38|41
49F3D6C3;1;TGGT;N/A;PLC;Anumso;MAIN;30|34|36
48C76AE7;1;TGGT;N/A;ORO;Upper Canada;MAIN;29|38
491496E5;1;TARC;N/A;EPTL;Bayan Khundii;MAIN;31|51
49A5620F;1;TGGT;N/A;ORO;Surluga;MAIN;59|61|71
49F938DE;1;TRFT;N/A;PLC;Beatons Creek;MAIN;37|39|49
4A0070E3;1;TORO;N/A;ORO;Seabee;MAIN;25|28
4A5902D2;1;TGGT;N/A;ORO;Ndablama;MAIN;21|22|23|36
4A5E0712;1;TARC;N/A;SKN|BXH|IRG|EPTL;Ana Paula;MAIN;60|61|63|71|84|91|95|97
4AA854DA;1;TGGT;N/A;ORO;Tabakoto;MAIN;48|54
4ACFEB12;1;TORO;AS|HG|TL|S|SB;CAR;Bigar Hill;MAIN;34|51|57|59
4ADA2DD3;1;TGGT;N/A;ORO;DAC Deposit;MAIN;52|53|64
4ADB686A;1;TGGT;N/A;ORO;Main Zone;MAIN;20|21|22|27
4ADC15B3;1;TGGT;AS|SB;ORO;Sam Otto;MAIN;51|58|59|62|82|84
4B2AC66A;1;TORO;N/A;ORO;João Neves;MAIN;20|21|24|38
4B442F77;1;TGGT;N/A;ORO;Croinor;MAIN;66|70|71|72
4BD59709;1;TGGT;N/A;ORO;Leahy Property;MAIN;27|34
4BB2238D;1;TORO;N/A;ORO;Taurus;MAIN;52|53|56|57|61|63
4B551F33;1;TGGT;N/A;ORO;Tiba;MAIN;37|42
4BAAA14A;1;TGGT;N/A;ORO;Boin Zone;MAIN;38|41|49
4C02412F;1;TGGT;N/A;ORO;Gladiator Gold Deposit;MAIN;51|61|64
4C9F1D58;1;TGGT;N/A;ORO;New Liberty;MAIN;31|32|33|40
4C03F531;1;TGGT;W|AS|SB|MO|BI|TE;ORO;Chirano;MAIN;46|47|57|61|62
4D300284;1;TGGT;N/A;ORO;Guiro;MAIN;28|35
4D371C61;1;TGGT;N/A;ORO;Buckreef;MAIN;41|53
4D37D7F2;1;TGGT;N/A;PRY;Canadian Malartic deposit;MAIN;33|36|37
4E33B29F;1;TORO;N/A;ORO;A1 Zone;MAIN;20|25
4DA69315;1;TARC;N/A;IRG;Tocantinzinho;MAIN;33|36
4DE69D51;1;TGGT;N/A;ORO;Lacoma;MAIN;27|34
4E90FB64;1;TORO;AS|W|B|MO;ORO;Pine Tree-Josephine;MAIN;31|33|39
4EDAE032;1;TORO;N/A;ORO;Tamakay;MAIN;28|36
4F2F493A;1;TORO;N/A;ORO;Buracão;MAIN;28|29|40|42
4F4DFAF5;1;TORO;N/A;ORO;FT deposit;MAIN;16|17|18|19|20
4F60D5E9;1;TGGT;N/A;N/A;Posse Deposit;MAIN;21|22
4F6C8837;1;TGGT;N/A;ORO;Ndablama;MAIN;24|25|26|42
4F7A95D2;1;TORO;N/A;ORO;Segilola;MAIN;36|47
