pdf_hash;survey_id;survey_class;geophysics_type;target_name;target_role;evidence_pages
0F8AE956;2;GPH;GMAG;Gold Quarry;MAIN;120
0F8AE956;3;GPH;RAD;Gold Quarry;MAIN;120
0F8AE956;4;GPH;EM;Gold Quarry;MAIN;120
0F8AE956;5;GPH;GRV;Gold Quarry;MAIN;120
0F8AE956;6;GPH;RES;Gold Quarry;MAIN;120
0F8AE956;7;GPH;MT;Gold Quarry;MAIN;120
0F8AE956;8;GPH;SP;Gold Quarry;MAIN;120
0F8AE956;9;GPH;IP;Gold Quarry;MAIN;120
0FE25F31;1;GPH;VLF;Lac Herbin;MAIN;27
0FE25F31;2;GPH;GMAG;Lac Herbin;MAIN;27
0FE25F31;3;GPH;IP;Lac Herbin;MAIN;27
0FE25F31;4;GPH;SES;Lac Herbin;MAIN;27
0FE25F31;5;GPH;AMAG;Lac Herbin;MAIN;27
104A5E9E;1;GPH;AMAG;Lacoma;MAIN;25|27
104A5E9E;2;GPH;EM;Lacoma;MAIN;25|27
104F165D;1;GPH;AMAG;Sissingué;MAIN;84|85
104F165D;2;GPH;RAD;Sissingué;MAIN;84|85
104F165D;3;GPH;VLF;Sissingué;MAIN;84|85
104F165D;4;GPH;EM;Sissingué;MAIN;84|85
104F165D;5;GPH;IP;Sissingué;MAIN;84|85
10D8F3A3;1;GPH;AMAG;Zone Est;MAIN;23|25
10D8F3A3;2;GPH;GMAG;Zone Est;MAIN;29
10D8F3A3;3;GPH;VLF;Zone Est;MAIN;29
10D8F3A3;4;GPH;IP;Zone Est;MAIN;29|30
10D4734D;1;GPH;AMAG;New Britannia Mine;MAIN;74
116130B5;1;GPH;IP;Omega Group;MAIN;29
116130B5;2;GPH;GMAG;Omega Group;MAIN;29
11873F4A;1;GPH;RAD;Butiá;MAIN;29
11873F4A;2;GPH;AMAG;Butiá;MAIN;30
11873F4A;3;GPH;IP;Butiá;MAIN;36
11873F4A;4;GPH;GMAG;Butiá;MAIN;36
11E61ECF;1;GPH;GMAG;Lone Star;MAIN;59|70
11E61ECF;2;GPH;VLF;Lone Star;MAIN;59|72|75
11E61ECF;3;GPH;IP;Lone Star;MAIN;59|72
11E61ECF;4;GPH;AMAG;Lone Star;MAIN;59|75
11E61ECF;5;GPH;RAD;Lone Star;MAIN;75
11B1508F;1;GPH;GMAG;Rajapalot;MAIN;27|30|33|36
11B1508F;2;GPH;IP;Rajapalot;MAIN;27|30|31|33|36
11B1508F;3;GPH;EM;Rajapalot;MAIN;27|30|36
11B1508F;4;GPH;RES;Rajapalot;MAIN;27|31
11B1508F;5;GPH;AMAG;Rajapalot;MAIN;36
11B1508F;6;GPH;RAD;Rajapalot;MAIN;36
11BABB77;1;GPH;AMAG;Douay East;MAIN;49
11BABB77;4;GPH;IP;Douay East;MAIN;49|63
119A11D5;1;GPH;AMAG;Fifteen Mile Stream;MAIN;44
12322F42;1;GPH;IP;White Mountain;MAIN;15
11EE97BD;2;GPH;IP;Golden Saddle;MAIN;73
11EE97BD;3;GPH;GMAG;Golden Saddle;MAIN;76
11EE97BD;4;GPH;VLF;Golden Saddle;MAIN;76
11EE97BD;5;GPH;EM;Golden Saddle;MAIN;79
11EE97BD;6;GPH;AMAG;Golden Saddle;MAIN;79
1228157A;1;GPH;IP;Tabakoto Deposit;MAIN;69
1228157A;2;GPH;GMAG;Tabakoto Deposit;MAIN;106
1228157A;3;GPH;VLF;Tabakoto Deposit;MAIN;74
125F6C94;1;GPH;IP;Cristina;MAIN;59
12AC17AA;1;GPH;IP;Kona South;MAIN;28
1262CB45;1;GPH;IP;Kao;MAIN;29
12D0B97D;1;GPH;GMAG;Makosa;MAIN;22
12F3C89C;1;GPH;AMAG;AMAX Area;MAIN;19|20|21|27
134FCCD2;1;GPH;AMAG;Wassa;MAIN;50|51
134FCCD2;2;GPH;RAD;Wassa;MAIN;50|51
134FCCD2;3;GPH;IP;Wassa;MAIN;50
134FCCD2;5;GPH;EM;Wassa;MAIN;51
134FCCD2;6;GPH;RES;Wassa;MAIN;51
1339F97C;1;GPH;IP;Detour Lake and West Detour;MAIN;76|77
1339F97C;2;GPH;AMAG;Detour Lake and West Detour;MAIN;76|77
138A9603;1;GPH;IP;Golden Saddle;MAIN;73
138A9603;2;GPH;GMAG;Golden Saddle;MAIN;76
138A9603;3;GPH;VLF;Golden Saddle;MAIN;76
138A9603;4;GPH;EM;Golden Saddle;MAIN;79
138A9603;5;GPH;AMAG;Golden Saddle;MAIN;79
13CCF8B6;1;GPH;AMAG;Twangiza;MAIN;38|42|45
13CCF8B6;5;GPH;RAD;Twangiza;MAIN;45
13EA550C;1;GPH;AMAG;Antenna deposit;MAIN;34|35
13EA550C;2;GPH;EM;Antenna deposit;MAIN;34
13FE50E7;1;GPH;AMAG;Butia;MAIN;56|57|72|78|79|80|85|87|88|89|90
13FE50E7;2;GPH;RAD;Butia;MAIN;57|72|79
14148DAC;1;GPH;AMAG;Douay West;MAIN;46
14148DAC;2;GPH;EM;Douay West;MAIN;46
14148DAC;3;GPH;IP;Douay West;MAIN;46
14148DAC;4;GPH;GMAG;Douay West;MAIN;46
149016FB;1;GPH;UNS;Faina;MAIN;74
149016FB;2;GPH;AMAG;Faina;MAIN;75
149016FB;3;GPH;RAD;Faina;MAIN;75
14160ED1;1;GPH;IP;Kobada;MAIN;120
14160ED1;2;GPH;AMAG;Kobada;MAIN;120
14DE3D9A;1;GPH;AMAG;Asuogya;MAIN;23
14DE3D9A;2;GPH;EM;Asuogya;MAIN;23
14BDF6F7;1;GPH;GRV;Pinson;MAIN;62|63
14BDF6F7;2;GPH;AMAG;Pinson;MAIN;62
14BDF6F7;3;GPH;GMAG;Pinson;MAIN;62
14BDF6F7;4;GPH;IP;Pinson;MAIN;62|63
14BDF6F7;5;GPH;EM;Pinson;MAIN;62|63
14BDF6F7;6;GPH;MT;Pinson;MAIN;62|63
14E5F379;1;GPH;GRV;Star Lake;MAIN;49|50
14E5F379;2;GPH;GMAG;Star Lake;MAIN;49
14E5F379;3;GPH;MT;Star Lake;MAIN;64|65
14D7CA01;1;GPH;EM;Queensway Project;MAIN;136|138
14D7CA01;2;GPH;AMAG;Queensway Project;MAIN;136|137|138|139
14D7CA01;3;GPH;GRV;Queensway Project;MAIN;136|138
14D7CA01;5;GPH;GMAG;Queensway Project;MAIN;136|139
14D7CA01;6;GPH;VLF;Queensway Project;MAIN;136|139
14D7CA01;7;GPH;SES;Queensway Project;MAIN;142
14FE1F17;1;GPH;GMAG;RZ;MAIN;44
14FE1F17;2;GPH;IP;RZ;MAIN;44
14FE1F17;4;GPH;UNS;RZ;MAIN;44|46
14FE1F17;5;GPH;RES;RZ;MAIN;46
15AF8D4C;1;GPH;AMAG;Triangle Deposit;MAIN;88
158B14EB;1;GPH;IP;Zone 2;MAIN;39
158B14EB;2;GPH;RES;Zone 2;MAIN;39
158B14EB;3;GPH;AMAG;Zone 2;MAIN;39
158B14EB;4;GPH;RAD;Zone 2;MAIN;39
159672F0;2;GPH;AMAG;Rattling Brook Gold Deposit;MAIN;70
15D04CB0;1;GPH;AMAG;DAC Deposit;MAIN;32
15D04CB0;2;GPH;GMAG;DAC Deposit;MAIN;32
15D04CB0;3;GPH;IP;DAC Deposit;MAIN;32
15D04CB0;4;GPH;RES;DAC Deposit;MAIN;32
15D04CB0;5;GPH;EM;DAC Deposit;MAIN;32
15E968D0;1;GPH;IP;Linkwood;MAIN;24
15D484D9;1;GPH;UNS;Reward;MAIN;62
16AC2F72;1;GPH;GMAG;Lookout Mountain;MAIN;70
16AC2F72;2;GPH;RAD;Lookout Mountain;MAIN;70
16AC2F72;3;GPH;VLF;Lookout Mountain;MAIN;70
16AC2F72;4;GPH;IP;Lookout Mountain;MAIN;70|71|74
16AC2F72;5;GPH;MT;Lookout Mountain;MAIN;70|71|74
16AC2F72;6;GPH;GRV;Lookout Mountain;MAIN;71
16683AD0;1;GPH;AMAG;Tabakoroni;MAIN;27
16683AD0;2;GPH;RAD;Tabakoroni;MAIN;27
16683AD0;3;GPH;IP;Tabakoroni;MAIN;28
16683AD0;4;GPH;WLOG;Tabakoroni;MAIN;28
16C7BB46;1;GPH;IP;Kone;MAIN;89|90
16C7BB46;2;GPH;GMAG;Kone;MAIN;89
1737DA07;1;GPH;AMAG;Island Zone;MAIN;69
17E27C66;1;GPH;AMAG;Jefferson Gold Project;MAIN;34|36
17E27C66;2;GPH;RAD;Jefferson Gold Project;MAIN;34|36
17E27C66;3;GPH;RES;Jefferson Gold Project;MAIN;36
17DC7EE4;1;GPH;IP;Omega;MAIN;30
17DC7EE4;2;GPH;GMAG;Omega;MAIN;30
17EF89A8;1;GPH;GMAG;Storø;MAIN;25
17DA2760;1;GPH;SWIR;Amulsar;MAIN;27
181BF1B6;1;GPH;IP;Dubenski Gold Deposit;MAIN;32
17F98519;1;GPH;AMAG;Golouma West;MAIN;48
17F98519;2;GPH;RAD;Golouma West;MAIN;48
17F98519;6;GPH;IP;Golouma West;MAIN;48|49
17F98519;7;GPH;GMAG;Golouma West;MAIN;48
1866E001;1;GPH;AMAG;Doropo Deposits;MAIN;30
1866E001;2;GPH;RAD;Doropo Deposits;MAIN;30
1866E001;3;GPH;IP;Doropo Deposits;MAIN;34
182BC15E;1;GPH;AMAG;Timmins West Mine;MAIN;72
182BC15E;2;GPH;IP;Timmins West Mine;MAIN;72|73
182BC15E;4;GPH;GMAG;Timmins West Mine;MAIN;73
182BC15E;5;GPH;GRV;Timmins West Mine;MAIN;73
182BC15E;6;GPH;SWIR;Timmins West Mine;MAIN;73
182BC15E;7;GPH;MT;Timmins West Mine;MAIN;74
18821E32;1;GPH;EM;Choco 10;MAIN;62
18821E32;2;GPH;AMAG;Choco 10;MAIN;62|63
18821E32;3;GPH;GMAG;Choco 10;MAIN;62
18821E32;4;GPH;RAD;Choco 10;MAIN;62
18821E32;5;GPH;IP;Choco 10;MAIN;62
18B8525E;1;GPH;GMAG;Tocantinzinho;MAIN;37|38
18B8525E;2;GPH;AMAG;Tocantinzinho;MAIN;37|39
1905889A;1;GPH;AMAG;Netiana;MAIN;95|101
1905889A;2;GPH;GMAG;Netiana;MAIN;95|103
1905889A;3;GPH;IP;Netiana;MAIN;95|103
1905889A;4;GPH;GRV;Netiana;MAIN;95|103
19BC2616;1;GPH;UNS;Table Mountain Vein Systems;MAIN;41
1A0EC604;1;GPH;IP;Douay West;MAIN;58
1A0EC604;2;GPH;GMAG;Douay West;MAIN;58
1A1CA32E;1;GPH;GMAG;Kobada;MAIN;42
1A1CA32E;2;GPH;IP;Kobada;MAIN;42
1A1CA32E;3;GPH;AMAG;Kobada;MAIN;44
1A1CA32E;4;GPH;RAD;Kobada;MAIN;44
1A6CFF70;3;GPH;UNS;North Lake deposit;MAIN;93
1A7C389B;1;GPH;VLF;Goingoindougou;MAIN;46
1A7C389B;2;GPH;UNS;Goingoindougou;MAIN;46
1A7C389B;3;GPH;IP;Goingoindougou;MAIN;49
1A8140D3;1;GPH;GMAG;Bellechasse-Timmins deposit;MAIN;32
1A8140D3;2;GPH;VLF;Bellechasse-Timmins deposit;MAIN;32
1AC556B7;1;GPH;IP;Gourbassi West;MAIN;116|120
1AC556B7;2;GPH;AMAG;Gourbassi West;MAIN;103
1B737743;1;GPH;AMAG;Borborema deposit;MAIN;90|92
1B737743;2;GPH;RAD;Borborema deposit;MAIN;90|92
1B2900EE;1;GPH;IP;Bomboré;MAIN;50
1B76BEA9;1;GPH;EM;Donchester Mine;MAIN;33
1B76BEA9;2;GPH;AMAG;Donchester Mine;MAIN;33
1B84EA2F;1;GPH;GMAG;Nkran;MAIN;94
1B84EA2F;2;GPH;IP;Nkran;MAIN;92|96
1B84EA2F;3;GPH;VLF;Nkran;MAIN;92|96
1B84EA2F;4;GPH;EM;Nkran;MAIN;92|97
1B84EA2F;5;GPH;AMAG;Nkran;MAIN;97
1BBCE5C2;1;GPH;AMAG;Mosquito Hill;MAIN;75
1BBCE5C2;2;GPH;EM;Mosquito Hill;MAIN;75
1BBCE5C2;3;GPH;IP;Mosquito Hill;MAIN;85
1BBCE5C2;4;GPH;RES;Mosquito Hill;MAIN;85
1BEAFCFB;1;GPH;AMAG;55 Zone;MAIN;39
1BEAFCFB;2;GPH;RAD;55 Zone;MAIN;39
1BEAFCFB;3;GPH;IP;55 Zone;MAIN;43
1BEAFCFB;4;GPH;GMAG;55 Zone;MAIN;43
1BC9BB63;1;GPH;IP;Taurus Deposit;MAIN;31
1BC9BB63;2;GPH;GMAG;Taurus Deposit;MAIN;31|32
1BFE7520;1;GPH;AMAG;Mankarga 5;MAIN;57|60
1BFE7520;2;GPH;VLF;Mankarga 5;MAIN;57
1BFE7520;3;GPH;RAD;Mankarga 5;MAIN;57
1BFE7520;5;GPH;IP;Mankarga 5;MAIN;58
1BFE7520;6;GPH;GMAG;Mankarga 5;MAIN;58
1BEE6489;1;GPH;AMAG;Frankfield East Deposit;MAIN;38|46
1BEE6489;2;GPH;EM;Frankfield East Deposit;MAIN;45|46
1C01C09B;1;GPH;AMAG;Pilar;MAIN;65|67
1C01C09B;2;GPH;RAD;Pilar;MAIN;65
1C01C09B;3;GPH;GMAG;Pilar;MAIN;65|66
1C01C09B;4;GPH;EM;Pilar;MAIN;65
1C01C09B;5;GPH;VLF;Pilar;MAIN;65|66
1C3385F6;1;GPH;EM;Choco 10;MAIN;58
1C3385F6;2;GPH;AMAG;Choco 10;MAIN;58|59
1C3385F6;3;GPH;RAD;Choco 10;MAIN;58
1C3385F6;4;GPH;IP;Choco 10;MAIN;58
1C08D521;1;GPH;UNS;Massawa;MAIN;93
1CD9BB53;1;GPH;AMAG;Mt Clifford;MAIN;97|98
1CD9BB53;2;GPH;RAD;Mt Clifford;MAIN;97
1CD9BB53;6;GPH;GMAG;Mt Clifford;MAIN;100
1CA3A079;1;GPH;GRV;Long Canyon;MAIN;50
1CA3A079;2;GPH;IP;Long Canyon;MAIN;50|52
1CAE0FC0;1;GPH;IP;Santa Gertrudis;MAIN;78|79
1CAE0FC0;2;GPH;AMAG;Santa Gertrudis;MAIN;79|80
1CAE0FC0;3;GPH;EM;Santa Gertrudis;MAIN;79|80
1CAE0FC0;4;GPH;RAD;Santa Gertrudis;MAIN;79|80
1CAE0FC0;5;GPH;VLF;Santa Gertrudis;MAIN;80
1CEBFF59;1;GPH;AMAG;Oko Main Zone;MAIN;71|72
1D754D16;1;GPH;VLF;Easy Junior;MAIN;40
1D754D16;2;GPH;IP;Easy Junior;MAIN;40
1D754D16;3;GPH;SES;Easy Junior;MAIN;41
1D754D16;4;GPH;GMAG;Easy Junior;MAIN;42
1D754D16;5;GPH;GRV;Easy Junior;MAIN;42
1D2D184E;1;GPH;AMAG;Paciência Mining Complex;MAIN;50
1D2D184E;4;GPH;EM;Paciência Mining Complex;MAIN;50
1D9455F0;1;GPH;GRV;Pan Project;MAIN;52
1DAEC218;1;GPH;AMAG;Björkdal;MAIN;78|79
1DAEC218;3;GPH;RAD;Björkdal;MAIN;78
1DAEC218;4;GPH;GMAG;Björkdal;MAIN;79|80|82
1DAEC218;5;GPH;IP;Björkdal;MAIN;79|82
1DB78EE7;1;GPH;RAD;Hemlo;MAIN;68
1DB78EE7;2;GPH;VLF;Hemlo;MAIN;68
1DB78EE7;3;GPH;IP;Hemlo;MAIN;68
1DB78EE7;4;GPH;AMAG;Hemlo;MAIN;71
1DD36FDF;2;GPH;UNS;Gold Pick;MAIN;62
1DFA2C0F;1;GPH;VLF;Apankrah;MAIN;39
1DFA2C0F;2;GPH;EM;Apankrah;MAIN;39
1DFA2C0F;3;GPH;AMAG;Apankrah;MAIN;39
1DFA2C0F;4;GPH;RAD;Apankrah;MAIN;39
1DFA2C0F;5;GPH;IP;Apankrah;MAIN;39|43
1DFA2C0F;6;GPH;GMAG;Apankrah;MAIN;39|41
1E022488;1;GPH;AMAG;Orenada;MAIN;104
1E022488;2;GPH;IP;Orenada;MAIN;105
1E022488;3;GPH;EM;Orenada;MAIN;106
1E0A2A78;1;GPH;AMAG;Detour Lake;MAIN;109
1E0A2A78;2;GPH;IP;Detour Lake;MAIN;111
1E11A67B;1;GPH;AMAG;Madsen Deposit;MAIN;78|79
1E11A67B;5;GPH;SES;Madsen Deposit;MAIN;77|78|84
1E1F8F66;1;GPH;AMAG;Mankouke South;MAIN;61|70|72
1E1F8F66;2;GPH;RAD;Mankouke South;MAIN;61|70|72
1E1F8F66;3;GPH;EM;Mankouke South;MAIN;61|72
1E1F8F66;6;GPH;GRV;Mankouke South;MAIN;70
1E1F8F66;7;GPH;IP;Mankouke South;MAIN;71
1E1F8F66;8;GPH;GMAG;Mankouke South;MAIN;71
1E40059D;1;GPH;AMAG;Baritic Zone;MAIN;35
1E319B80;1;GPH;IP;Malikoundi;MAIN;53|66
1E319B80;2;GPH;GMAG;Malikoundi;MAIN;53|66
1E319B80;3;GPH;AMAG;Malikoundi;MAIN;66
1E319B80;4;GPH;RAD;Malikoundi;MAIN;66
1E319B80;5;GPH;VLF;Malikoundi;MAIN;66
1E319B80;6;GPH;EM;Malikoundi;MAIN;66|67|68
1E75A335;1;GPH;IP;Côté Gold deposit;MAIN;201
1E75A335;2;GPH;RES;Côté Gold deposit;MAIN;201
1E75A335;3;GPH;VLF;Côté Gold deposit;MAIN;201
1E75A335;4;GPH;AMAG;Côté Gold deposit;MAIN;164|173
1E769595;1;GPH;UNS;Posse;MAIN;32|35
1E99CAC7;1;GPH;EM;Paiol;MAIN;48
1E99CAC7;2;GPH;AMAG;Paiol;MAIN;48
1E99CAC7;3;GPH;RAD;Paiol;MAIN;48
1E99CAC7;4;GPH;IP;Paiol;MAIN;48
1EE33807;1;GPH;GMAG;HBJ;MAIN;48
1F1DC537;1;GPH;MT;Relief Canyon;MAIN;71
1F1DC537;2;GPH;IP;Relief Canyon;MAIN;71
1F56ABDF;1;GPH;GRV;Pan Project;MAIN;55
1F6D12E8;1;GPH;AMAG;Majorodam;MAIN;24|27|29
1F630381;1;GPH;GMAG;Golden Harker;MAIN;47
1F630381;2;GPH;VLF;Golden Harker;MAIN;47|48
1F630381;3;GPH;IP;Golden Harker;MAIN;48
1FC92E68;1;GPH;AMAG;South Bullfrog Property;MAIN;67|75
1FC92E68;2;GPH;RAD;South Bullfrog Property;MAIN;67|75
1FC92E68;3;GPH;IP;South Bullfrog Property;MAIN;67|77
1FC92E68;4;GPH;GRV;South Bullfrog Property;MAIN;67|77
2010BE16;1;GPH;AMAG;Triangle;MAIN;82|88
202807F1;1;GPH;AMAG;Kouroussa;MAIN;37|39
213027CF;1;GPH;AMAG;Aurora Gold Project;MAIN;59
20E2443B;1;GPH;GMAG;Lamaque;MAIN;53
2187A358;1;GPH;UNS;Reward Zone;MAIN;63
217876A7;1;GPH;UNS;Björkdal;MAIN;71
217876A7;2;GPH;GMAG;Björkdal;MAIN;71
217876A7;3;GPH;IP;Björkdal;MAIN;71
217876A7;4;GPH;WLOG;Björkdal;MAIN;71
219157FE;1;GPH;AMAG;Bom Jardim;MAIN;17|18
219157FE;2;GPH;RAD;Bom Jardim;MAIN;17|18
21F50592;1;GPH;EM;Maud Creek deposit;MAIN;60
21F50592;2;GPH;AMAG;Maud Creek deposit;MAIN;61
21F50592;3;GPH;RAD;Maud Creek deposit;MAIN;61
21ACC570;1;GPH;IP;Boroo;MAIN;65
21ACC570;2;GPH;GMAG;Boroo;MAIN;65|69
2235BE82;1;GPH;GMAG;Black Fox;MAIN;64|65
2235BE82;2;GPH;AMAG;Black Fox;MAIN;65
2235BE82;3;GPH;IP;Black Fox;MAIN;64|65
2235BE82;4;GPH;EM;Black Fox;MAIN;64
2298CBFE;1;GPH;VLF;Beattie-Donchester;MAIN;27
2298CBFE;2;GPH;GMAG;Beattie-Donchester;MAIN;27
229E58E2;1;GPH;EM;Alexander Property;MAIN;35|36
229E58E2;2;GPH;AMAG;Alexander Property;MAIN;35|36
229E58E2;3;GPH;VLF;Alexander Property;MAIN;23|35|36
229E58E2;4;GPH;IP;Alexander Property;MAIN;35|36
229E58E2;5;GPH;RES;Alexander Property;MAIN;36
229E58E2;6;GPH;RAD;Alexander Property;MAIN;36
233AFC1B;1;GPH;AMAG;Björkdal;MAIN;77
233AFC1B;2;GPH;RAD;Björkdal;MAIN;77
233AFC1B;4;GPH;GMAG;Björkdal;MAIN;78|82
233AFC1B;5;GPH;IP;Björkdal;MAIN;78
2340AEB1;1;GPH;IP;Eldorado;MAIN;26
2340AEB1;2;GPH;GMAG;Eldorado;MAIN;26
22DBA216;1;GPH;GMAG;Tower Gold Project;MAIN;116
22DBA216;2;GPH;IP;Tower Gold Project;MAIN;116|117
22DBA216;3;GPH;VLF;Tower Gold Project;MAIN;116
22DBA216;4;GPH;RES;Tower Gold Project;MAIN;117
22DBA216;5;GPH;EM;Tower Gold Project;MAIN;117
23472CCD;1;GPH;RAD;São Sebastião;MAIN;43
23472CCD;2;GPH;AMAG;São Sebastião;MAIN;43
23472CCD;3;GPH;EM;São Sebastião;MAIN;43|44
23472CCD;4;GPH;IP;São Sebastião;MAIN;43
2394D734;1;GPH;GMAG;Kone;MAIN;62|65
2394D734;2;GPH;IP;Kone;MAIN;62|65
236B651A;1;GPH;GMAG;Bilboes;MAIN;62
236B651A;2;GPH;IP;Bilboes;MAIN;62
235457EF;1;GPH;GRV;Los Planes and Las Colinas;MAIN;21
235457EF;2;GPH;IP;Los Planes and Las Colinas;MAIN;21|26|27|28
235457EF;3;GPH;AMAG;Los Planes and Las Colinas;MAIN;27
235457EF;4;GPH;EM;Los Planes and Las Colinas;MAIN;27
235457EF;5;GPH;RAD;Los Planes and Las Colinas;MAIN;27
235457EF;6;GPH;VLF;Los Planes and Las Colinas;MAIN;27
23FBC1A2;1;GPH;GMAG;Discovery;MAIN;26
239DB373;1;GPH;AMAG;Merian II;MAIN;71
239DB373;2;GPH;RAD;Merian II;MAIN;71
239DB373;3;GPH;EM;Merian II;MAIN;71
239DB373;4;GPH;GRV;Merian II;MAIN;71
239DB373;5;GPH;RES;Merian II;MAIN;71
24B9A082;1;GPH;UNS;Mankarga;MAIN;74
2564F44A;1;GPH;UNS;Lofflin;MAIN;34
24BD37C9;2;GPH;GMAG;Sam Otto;MAIN;82
24BD37C9;3;GPH;AMAG;Sam Otto;MAIN;90|96
24BD37C9;4;GPH;RAD;Sam Otto;MAIN;90|96
24BD37C9;5;GPH;EM;Sam Otto;MAIN;90
24BD37C9;8;GPH;IP;Sam Otto;MAIN;111|112|113
25CA4953;1;GPH;AMAG;Corner Lake Gold Deposit;MAIN;21
25CA4953;2;GPH;GMAG;Corner Lake Gold Deposit;MAIN;21
25B1C7D2;1;GPH;VLF;Beattie-Donchester;MAIN;28
25B1C7D2;2;GPH;GMAG;Beattie-Donchester;MAIN;28
2624ABED;1;GPH;UNS;SREP deposits;MAIN;24
25F92493;1;GPH;EM;Lafigué;MAIN;203
25F92493;2;GPH;IP;Lafigué;MAIN;204
25F92493;3;GPH;RAD;Lafigué;MAIN;204
26519CE6;1;GPH;UNS;Midway Project;MAIN;43|54
265A3824;1;GPH;VLF;M Zone;MAIN;45
265A3824;2;GPH;GMAG;M Zone;MAIN;45
265A3824;3;GPH;EM;M Zone;MAIN;45
265A3824;4;GPH;IP;M Zone;MAIN;45
266494E0;1;GPH;IP;Obotan;MAIN;41
266494E0;2;GPH;AMAG;Obotan;MAIN;41
266494E0;3;GPH;EM;Obotan;MAIN;41
266494E0;4;GPH;RAD;Obotan;MAIN;41
266494E0;5;GPH;UNS;Obotan;MAIN;41
26906D0E;1;GPH;VLF;Lunch Pond South Extension;MAIN;22|23
26906D0E;2;GPH;GMAG;Lunch Pond South Extension;MAIN;22|23
26906D0E;3;GPH;IP;Lunch Pond South Extension;MAIN;22|23
26906D0E;4;GPH;EM;Lunch Pond South Extension;MAIN;22|23
26906D0E;5;GPH;AMAG;Lunch Pond South Extension;MAIN;23
26EE263C;1;GPH;AMAG;Touquoy West;MAIN;87
26EE263C;2;GPH;RAD;Touquoy West;MAIN;87
26EE263C;5;GPH;VLF;Touquoy West;MAIN;109
26EE263C;6;GPH;GMAG;Touquoy West;MAIN;109
26EE263C;7;GPH;IP;Touquoy West;MAIN;111
27014924;1;GPH;GMAG;Helen Zone;MAIN;52
27014924;2;GPH;EM;Helen Zone;MAIN;52
27014924;3;GPH;IP;Helen Zone;MAIN;52
275840FC;1;GPH;UNS;C1;MAIN;81
2785C445;1;GPH;AMAG;Beaver Dam deposit;MAIN;36
27651010;1;GPH;EM;Bell Creek;MAIN;52
27651010;2;GPH;IP;Bell Creek;MAIN;52
27651010;3;GPH;GMAG;Bell Creek;MAIN;56
278FF823;1;GPH;AMAG;Detour Lake;MAIN;120
278FF823;2;GPH;IP;Detour Lake;MAIN;124
279D99F2;1;GPH;UNS;Hislop Deposit;MAIN;41|42
27E5F10F;1;GPH;AMAG;Marriott Gold Zone;MAIN;19|23
27E5F10F;2;GPH;GMAG;Marriott Gold Zone;MAIN;23
27B398CE;1;GPH;AMAG;True North;MAIN;64
27A3E693;1;GPH;IP;Cristina;MAIN;75|76
27A3E693;2;GPH;AMAG;Cristina;MAIN;75|76|77
27A3E693;3;GPH;EM;Cristina;MAIN;75|76|77
27A3E693;4;GPH;RAD;Cristina;MAIN;75|76|77
27A3E693;5;GPH;GRV;Cristina;MAIN;75|77
27CA4DDC;1;GPH;IP;Young-Davidson;MAIN;74|77|78
27CA4DDC;2;GPH;GMAG;Young-Davidson;MAIN;74|75
27CA4DDC;3;GPH;MT;Young-Davidson;MAIN;78
2814182A;1;GPH;AMAG;Zone 1B;MAIN;23
2814182A;2;GPH;IP;Zone 1B;MAIN;33|57
2814182A;3;GPH;GMAG;Zone 1B;MAIN;57
2814182A;4;GPH;EM;Zone 1B;MAIN;57
282061E6;2;GPH;EM;PL Deposit;MAIN;91
282061E6;3;GPH;AMAG;PL Deposit;MAIN;91
283C2E94;1;GPH;VLF;Easy Junior;MAIN;40
283C2E94;2;GPH;IP;Easy Junior;MAIN;40
283C2E94;3;GPH;GMAG;Easy Junior;MAIN;42
283C2E94;4;GPH;GRV;Easy Junior;MAIN;42
283C2E94;5;GPH;SES;Easy Junior;MAIN;41
2870D6A5;1;GPH;UNS;Wasamac;MAIN;21
28865668;1;GPH;GMAG;New Alger Mine;MAIN;13
28865668;2;GPH;IP;New Alger Mine;MAIN;13
285E1E79;1;GPH;AMAG;F2 Gold System;MAIN;43
285E1E79;2;GPH;GMAG;F2 Gold System;MAIN;43
285E1E79;4;GPH;RES;F2 Gold System;MAIN;48
285E1E79;5;GPH;IP;F2 Gold System;MAIN;48
285E1E79;6;GPH;MT;F2 Gold System;MAIN;48
28D0ECAF;1;GPH;SWIR;Granada;MAIN;61
28E283FF;1;GPH;AMAG;Grey Fox;MAIN;39|45|46
28EAFB9C;1;GPH;GMAG;Cape Spencer;MAIN;65
28EAFB9C;2;GPH;VLF;Cape Spencer;MAIN;65
28EAFB9C;3;GPH;AMAG;Cape Spencer;MAIN;80
28F0A9C8;1;GPH;MT;North Stock;MAIN;64
28F0A9C8;2;GPH;IP;North Stock;MAIN;64
28F0A9C8;3;GPH;GRV;North Stock;MAIN;65
28F0A9C8;4;GPH;GMAG;North Stock;MAIN;65
28F0A9C8;5;GPH;RAD;North Stock;MAIN;65|74
28F0A9C8;8;GPH;AMAG;North Stock;MAIN;74
28F91901;1;GPH;IP;Bombore Gold Project;MAIN;104
28F91901;3;GPH;RES;Bombore Gold Project;MAIN;105|106|107
28F91901;4;GPH;AMAG;Bombore Gold Project;MAIN;106|107
28F91901;5;GPH;RAD;Bombore Gold Project;MAIN;106|107
294CBDBB;3;GPH;GMAG;Cipoeiro;MAIN;42
294CBDBB;4;GPH;AMAG;Cipoeiro;MAIN;42
